"Местное время в Иркутске (аэропорт)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"24.06.2020 14:00";"24.9";"711.2";"752.8";"";"48";"Ветер, дующий с северо-запада";"5";"";"";"100%.";" ";"";"";"";"";"";"20–30%.";"1500-2000";"";"";"10.0";"13.1";"";"";"";"";"";"";
"24.06.2020 11:00";"21.1";"712.6";"754.7";"";"66";"Ветер, дующий с западо-северо-запада";"3";"";"";"100%.";" ";"";"";"";"";"";"20–30%.";"2500 или более, или облаков нет.";"";"";"10.0";"14.4";"";"";"";"";"";"";
"24.06.2020 08:00";"15.1";"712.8";"755.9";"";"89";"Ветер, дующий с западо-северо-запада";"2";"";"";"100%.";" ";"";"";"8.9";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"13.3";"";"";"";"";"";"";
"24.06.2020 05:00";"9.2";"712.6";"756.7";"";"100";"Ветер, дующий с востока";"3";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"";"9.2";"";"";"";"";"";"";
"24.06.2020 02:00";"12.1";"712.3";"755.8";"";"100";"Ветер, дующий с востоко-юго-востока";"2";"";"";"100%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"12.1";"";"";"";"";"";"";
"23.06.2020 23:00";"13.9";"712.0";"755.3";"";"87";"Ветер, дующий с северо-северо-запада";"2";"";"";"100%.";" ";"";"";"";"";"";"20–30%.";"1500-2000";"";"";"10.0";"11.8";"";"";"";"";"";"";
"23.06.2020 20:00";"16.9";"711.1";"753.8";"";"66";"Ветер, дующий с северо-северо-запада";"2";"";"";"100%.";" ";"";"";"";"23.7";"";"50%.";"1500-2000";"";"";"10.0";"10.5";"";"";"";"";"";"";
"23.06.2020 17:00";"23.4";"710.5";"752.2";"";"49";"Ветер, дующий с западо-северо-запада";"3";"";"";"70 – 80%.";" ";"";"";"";"";"";"20–30%.";"1000-1500";"";"";"10.0";"12.1";"";"";"";"";"";"";
"23.06.2020 14:00";"21.7";"711.1";"753.1";"";"64";"Ветер, дующий с запада";"3";"";"";"70 – 80%.";" ";"";"";"";"";"";"20–30%.";"2500 или более, или облаков нет.";"";"";"10.0";"14.5";"";"";"";"";"";"";
"23.06.2020 11:00";"16.3";"711.9";"754.7";"";"85";"Ветер, дующий с юга";"3";"";"";"100%.";" ";"";"";"";"";"";"60%.";"600-1000";"";"";"10.0";"13.7";"";"";"";"";"";"";
"23.06.2020 08:00";"12.0";"711.7";"755.2";"";"100";"Ветер, дующий с востока";"1";"";"";"100%.";" ";"";"";"9.5";"";"";"70 – 80%.";"50-100";"";"";"6.0";"12.0";"";"";"";"";"";"";
"23.06.2020 05:00";"10.8";"711.4";"755.0";"";"100";"Ветер, дующий с востока";"2";"";"";"Небо не видно из-за тумана и/или других метеорологических явлений.";" ";"";"";"";"";"";"";"";"";"";"0.3";"10.8";"";"";"";"";"";"";
"23.06.2020 02:00";"11.7";"711.7";"755.2";"";"100";"Ветер, дующий с востока";"1";"";"";"70 – 80%.";" ";"";"";"";"";"";"20–30%.";"100-200";"";"";"7.0";"11.7";"";"";"";"";"";"";
"22.06.2020 23:00";"13.3";"711.0";"754.3";"";"100";"Ветер, дующий с северо-востока";"1";"";"";"100%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"8.0";"13.3";"";"";"";"";"";"";
"22.06.2020 20:00";"16.4";"710.3";"753.1";"";"79";"Ветер, дующий с юго-юго-востока";"7";"";"";"100%.";" ";"";"";"";"26.6";"";"60%.";"1500-2000";"";"";"10.0";"12.7";"";"";"";"";"";"";
"22.06.2020 17:00";"25.8";"708.7";"750.0";"";"39";"Ветер, дующий с юго-юго-запада";"3";"";"";"100%.";" ";"";"";"";"";"";"50%.";"1500-2000";"";"";"10.0";"10.7";"";"";"";"";"";"";
"22.06.2020 14:00";"24.5";"709.6";"751.1";"";"37";"Ветер, дующий с юго-запада";"2";"";"";"100%.";" ";"";"";"";"";"";"40%.";"2500 или более, или облаков нет.";"";"";"10.0";"8.9";"";"";"";"";"";"";
"22.06.2020 11:00";"22.3";"710.5";"752.4";"";"54";"Ветер, дующий с западо-северо-запада";"1";"";"";"100%.";" ";"";"";"";"";"";"10%  или менее, но не 0";"2500 или более, или облаков нет.";"";"";"10.0";"12.6";"";"";"";"";"";"";
"22.06.2020 08:00";"16.2";"710.5";"753.3";"";"81";"Ветер, дующий с западо-юго-запада";"1";"";"";"100%.";" ";"";"";"10.3";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"12.9";"";"";"";"";"";"";
"22.06.2020 05:00";"10.7";"710.5";"754.0";"";"100";"Ветер, дующий с востока";"2";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"4.0";"10.7";"";"";"";"";"";"";
"22.06.2020 02:00";"12.5";"710.3";"753.7";"";"94";"Ветер, дующий с востока";"2";"";"";"100%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"11.6";"";"";"";"";"";"";
"21.06.2020 23:00";"15.5";"710.3";"753.2";"";"81";"Ветер, дующий с востоко-юго-востока";"2";"";"";"100%.";" ";"";"";"";"";"";"10%  или менее, но не 0";"1500-2000";"";"";"10.0";"12.3";"";"";"";"";"";"";
"21.06.2020 20:00";"22.1";"710.2";"752.0";"";"59";"Ветер, дующий с юга";"4";"";"";"100%.";" ";"";"";"";"26.8";"";"40%.";"1500-2000";"";"";"10.0";"13.8";"";"";"";"";"";"";
"21.06.2020 17:00";"25.9";"709.5";"750.8";"";"39";"Ветер, дующий с северо-северо-запада";"1";"";"";"100%.";" ";"";"";"";"";"";"40%.";"1500-2000";"";"";"10.0";"11.0";"";"";"";"";"";"";
"21.06.2020 14:00";"24.6";"710.3";"751.9";"";"45";"Ветер, дующий с юго-юго-востока";"1";"";"";"100%.";" ";"";"";"";"";"";"20–30%.";"2500 или более, или облаков нет.";"";"";"10.0";"11.7";"";"";"";"";"";"";
"21.06.2020 11:00";"21.7";"711.1";"753.1";"";"58";"Ветер, дующий с запада";"3";"";"";"100%.";" ";"";"";"";"";"";"10%  или менее, но не 0";"2500 или более, или облаков нет.";"";"";"10.0";"13.1";"";"";"";"";"";"";
"21.06.2020 08:00";"15.2";"711.7";"754.7";"";"86";"Ветер, дующий с запада";"1";"";"";"100%.";" ";"";"";"9.0";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"12.9";"";"";"";"";"";"";
"21.06.2020 05:00";"9.1";"711.5";"755.5";"";"100";"Ветер, дующий с востоко-северо-востока";"1";"";"";"60%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"6.0";"9.1";"";"";"";"";"";"";
"21.06.2020 02:00";"12.7";"711.5";"754.9";"";"100";"Ветер, дующий с востока";"2";"";"";"100%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"";"12.7";"";"";"";"";"";"";
"20.06.2020 23:00";"16.5";"711.8";"754.6";"";"79";"Ветер, дующий с востоко-северо-востока";"1";"";"";"100%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"12.9";"";"";"";"";"";"";
"20.06.2020 20:00";"23.2";"711.7";"753.5";"";"50";"Ветер, дующий с западо-северо-запада";"2";"";"";"100%.";" ";"";"";"";"24.6";"";"40%.";"1500-2000";"";"";"10.0";"12.2";"";"";"";"";"";"";
"20.06.2020 17:00";"24.1";"712.0";"753.7";"";"47";"Ветер, дующий с запада";"3";"";"";"100%.";" ";"";"";"";"";"";"40%.";"1000-1500";"";"";"10.0";"12.2";"";"";"";"";"";"";
"20.06.2020 14:00";"21.2";"713.1";"755.3";"";"58";"Ветер, дующий с северо-запада";"3";"";"";"100%.";" ";"";"";"";"";"";"40%.";"600-1000";"";"";"10.0";"12.5";"";"";"";"";"";"";
"20.06.2020 11:00";"19.6";"713.8";"756.2";"";"70";"Ветер, дующий с северо-запада";"5";"";"";"100%.";" ";"";"";"";"";"";"50%.";"600-1000";"";"";"10.0";"13.9";"";"";"";"";"";"";
"20.06.2020 08:00";"15.7";"713.9";"757.0";"";"93";"Ветер, дующий с запада";"2";"";"";"100%.";" ";"";"";"12.4";"";"";"20–30%.";"1000-1500";"";"";"10.0";"14.5";"";"";"";"";"";"";
"20.06.2020 05:00";"14.0";"713.2";"756.5";"";"100";"Ветер, дующий с западо-северо-запада";"3";"";"";"100%.";" ";"";"";"";"";"";"50%.";"600-1000";"";"";"10.0";"14.0";"";"";"";"";"";"";
"20.06.2020 02:00";"12.7";"712.2";"755.7";"";"84";"Ветер, дующий с юга";"2";"";"";"100%.";" ";"";"";"";"";"";"40%.";"1000-1500";"";"";"10.0";"10.0";"";"";"";"";"";"";
"19.06.2020 23:00";"13.7";"711.2";"754.5";"";"74";"Ветер, дующий с юго-юго-востока";"2";"";"";"100%.";" ";"";"";"";"";"";"20–30%.";"1500-2000";"";"";"10.0";"9.1";"";"";"";"";"";"";
"19.06.2020 20:00";"18.0";"710.3";"752.8";"";"62";"Ветер, дующий с юга";"4";"";"";"100%.";" ";"";"";"";"24.6";"";"20–30%.";"1500-2000";"";"";"10.0";"10.5";"";"";"";"";"";"";
"19.06.2020 17:00";"21.4";"709.6";"751.6";"";"53";"Ветер, дующий с западо-северо-запада";"5";"";"";"100%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"11.5";"";"";"";"";"";"";
"19.06.2020 14:00";"23.2";"708.6";"750.2";"";"47";"Ветер, дующий с западо-юго-запада";"2";"";"";"100%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"11.2";"";"";"";"";"";"";
"19.06.2020 11:00";"16.8";"708.5";"751.2";"";"58";"Ветер, дующий с юга";"4";"";"";"100%.";" ";"";"";"";"";"";"40%.";"1500-2000";"";"";"10.0";"8.4";"";"";"";"";"";"";
"19.06.2020 08:00";"12.0";"707.8";"751.1";"";"70";"Ветер, дующий с востока";"3";"";"";"100%.";" ";"";"";"7.9";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"6.7";"";"";"";"";"";"";
"19.06.2020 05:00";"9.0";"707.9";"751.7";"";"83";"Ветер, дующий с юго-юго-востока";"2";"";"";"100%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"6.3";"";"";"";"";"";"";
"19.06.2020 02:00";"9.9";"708.7";"752.3";"";"79";"Ветер, дующий с юго-востока";"2";"";"";"100%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"6.4";"";"";"";"";"";"";
"18.06.2020 23:00";"12.0";"709.3";"752.8";"";"77";"Ветер, дующий с юго-востока";"1";"";"";"100%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"8.1";"";"";"";"";"";"";
"18.06.2020 20:00";"17.4";"709.6";"752.2";"";"59";"Ветер, дующий с юга";"4";"";"";"100%.";" ";"";"";"";"24.8";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"9.3";"";"";"";"";"";"";
"18.06.2020 17:00";"21.0";"709.4";"751.5";"";"52";"Ветер, дующий с юга";"3";"";"";"100%.";" ";"";"";"";"";"";"10%  или менее, но не 0";"2500 или более, или облаков нет.";"";"";"10.0";"10.6";"";"";"";"";"";"";
"18.06.2020 14:00";"23.0";"710.2";"752.0";"";"46";"Ветер, дующий с юго-юго-востока";"2";"";"";"100%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"10.8";"";"";"";"";"";"";
"18.06.2020 11:00";"18.4";"711.7";"754.3";"";"59";"Ветер, дующий с юга";"2";"";"";"100%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"10.3";"";"";"";"";"";"";
"18.06.2020 08:00";"12.6";"712.8";"756.2";"";"89";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"8.4";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"10.9";"";"";"";"";"";"";
"18.06.2020 05:00";"9.2";"713.4";"757.4";"";"99";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"9.0";"9.0";"";"";"";"";"";"";
"18.06.2020 02:00";"10.6";"714.4";"758.2";"";"92";"Ветер, дующий с востоко-юго-востока";"2";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"9.4";"";"";"";"";"";"";
"17.06.2020 23:00";"14.9";"714.7";"758.1";"";"63";"Ветер, дующий с северо-востока";"1";"";"";"50%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"7.9";"";"";"";"";"";"";
"17.06.2020 20:00";"19.7";"714.6";"757.2";"";"49";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"22.9";"";"50%.";"2500 или более, или облаков нет.";"";"";"10.0";"8.7";"";"";"";"";"";"";
"17.06.2020 17:00";"22.5";"714.9";"757.1";"";"38";"Ветер, дующий с юго-запада";"2";"";"";"100%.";" ";"";"";"";"";"";"20–30%.";"2500 или более, или облаков нет.";"";"";"10.0";"7.3";"";"";"";"";"";"";
"17.06.2020 14:00";"19.7";"715.8";"758.5";"";"45";"Ветер, дующий с северо-северо-востока";"1";"";"";"100%.";" ";"";"";"";"";"";"50%.";"1500-2000";"";"";"10.0";"7.5";"";"";"";"";"";"";
"17.06.2020 11:00";"17.0";"716.5";"759.7";"";"56";"Ветер, дующий с юго-юго-запада";"1";"";"";"100%.";" ";"";"";"";"";"";"50%.";"1000-1500";"";"";"10.0";"8.1";"";"";"";"";"";"";
"17.06.2020 08:00";"13.6";"716.8";"760.4";"";"84";"Ветер, дующий с юго-юго-запада";"1";"";"";"100%.";" ";"";"";"9.7";"";"";"20–30%.";"1000-1500";"";"";"10.0";"10.9";"";"";"";"";"";"";
"17.06.2020 05:00";"10.2";"716.2";"760.2";"";"99";"Ветер, дующий с северо-запада";"2";"";"";"60%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"10.1";"";"";"";"";"";"";
"17.06.2020 02:00";"12.0";"715.7";"759.4";"";"94";"Ветер, дующий с северо-запада";"4";"";"";"100%.";" ";"";"";"";"";"";"50%.";"1500-2000";"";"";"10.0";"11.1";"";"";"";"";"";"";
"16.06.2020 23:00";"13.6";"715.5";"758.9";"";"88";"Ветер, дующий с запада";"3";"";"";"100%.";" ";"";"";"";"";"";"50%.";"1000-1500";"";"";"10.0";"11.6";"";"";"";"";"";"";
"16.06.2020 20:00";"13.9";"714.4";"757.9";"";"90";"Ветер, дующий с западо-северо-запада";"3";"";"";"100%.";" ";"";"";"";"17.7";"";"70 – 80%.";"300-600";"";"";"10.0";"12.3";"";"";"";"";"";"";
"16.06.2020 17:00";"12.7";"714.0";"757.5";"";"97";"Ветер, дующий с запада";"5";"";"";"100%.";" ";"";"";"";"";"";"70 – 80%.";"300-600";"";"";"10.0";"12.2";"";"";"";"";"";"";
"16.06.2020 14:00";"14.0";"713.4";"756.7";"";"91";"Ветер, дующий с западо-северо-запада";"10";"13";"";"100%.";" ";"";"";"";"";"";"100%.";"300-600";"";"";"10.0";"12.6";"";"";"";"";"";"";
"16.06.2020 11:00";"16.8";"712.0";"754.8";"";"82";"Ветер, дующий с северо-запада";"7";"";"";"100%.";" ";"";"";"";"";"";"100%.";"300-600";"";"";"10.0";"13.7";"";"";"";"";"";"";
"16.06.2020 08:00";"16.9";"711.2";"753.9";"";"83";"Ветер, дующий с западо-северо-запада";"6";"";"";"100%.";" ";"";"";"13.0";"";"";"50%.";"300-600";"";"";"10.0";"14.0";"";"";"";"";"";"";
"16.06.2020 05:00";"17.0";"710.2";"752.8";"";"82";"Ветер, дующий с западо-северо-запада";"6";"";"";"100%.";" ";"";"";"";"";"";"40%.";"600-1000";"";"";"10.0";"13.9";"";"";"";"";"";"";
"16.06.2020 02:00";"14.3";"709.0";"752.0";"";"79";"Ветер, дующий с востоко-юго-востока";"1";"";"";"100%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"10.6";"";"";"";"";"";"";
"15.06.2020 23:00";"16.9";"708.4";"751.0";"";"64";"Ветер, дующий с востока";"1";"";"";"100%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"9.9";"";"";"";"";"";"";
"15.06.2020 20:00";"22.1";"708.7";"750.6";"";"51";"Ветер, дующий с юго-юго-востока";"4";"";"";"100%.";" ";"";"";"";"30.9";"";"20–30%.";"1500-2000";"";"";"10.0";"11.4";"";"";"";"";"";"";
"15.06.2020 17:00";"26.1";"709.2";"750.4";"";"44";"Ветер, дующий с юга";"6";"";"";"100%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"13.0";"";"";"";"";"";"";
"15.06.2020 14:00";"29.4";"709.9";"750.7";"";"35";"Ветер, дующий с юго-юго-запада";"4";"";"";"60%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"12.4";"";"";"";"";"";"";
"15.06.2020 11:00";"25.1";"710.9";"752.4";"";"44";"Ветер, дующий с юга";"4";"";"";"100%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"12.1";"";"";"";"";"";"";
"15.06.2020 08:00";"19.6";"711.2";"753.6";"";"55";"Ветер, дующий с юго-юго-востока";"3";"";"";"20–30%.";" ";"";"";"12.1";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"10.2";"";"";"";"";"";"";
"15.06.2020 05:00";"12.5";"711.8";"755.2";"";"81";"Ветер, дующий с юго-востока";"1";"";"";"50%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"9.3";"";"";"";"";"";"";
"15.06.2020 02:00";"14.9";"711.9";"755.0";"";"77";"Ветер, дующий с юга";"5";"";"";"100%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"10.9";"";"";"";"";"";"";
"14.06.2020 23:00";"20.6";"712.5";"754.8";"";"55";"Ветер, дующий с северо-северо-запада";"3";"";"";"100%.";" ";"";"";"";"";"";"40%.";"1500-2000";"";"";"10.0";"11.1";"";"";"";"";"";"";
"14.06.2020 20:00";"26.5";"711.2";"752.5";"";"35";"Ветер, дующий с юга";"1";"";"";"50%.";" ";"";"";"";"30.8";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"9.8";"";"";"";"";"";"";
"14.06.2020 17:00";"30.1";"711.1";"752.0";"";"23";"Ветер, дующий с севера";"2";"";"";"40%.";" ";"";"";"";"";"";"10%  или менее, но не 0";"2500 или более, или облаков нет.";"";"";"10.0";"6.8";"";"";"";"";"";"";
"14.06.2020 14:00";"29.6";"712.3";"753.2";"";"30";"Ветер, дующий с запада";"2";"";"";"40%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"10.1";"";"";"";"";"";"";
"14.06.2020 11:00";"23.5";"713.0";"754.9";"";"45";"Ветер, дующий с юга";"2";"";"";"40%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"10.7";"";"";"";"";"";"";
"14.06.2020 08:00";"17.3";"713.5";"756.3";"";"64";"Ветер, дующий с юго-юго-востока";"3";"";"";"60%.";" ";"";"";"10.8";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"10.4";"";"";"";"";"";"";
"14.06.2020 05:00";"11.7";"713.2";"756.7";"";"98";"Ветер, дующий с юга";"3";"";"";"100%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"11.4";"";"";"";"";"";"";
"14.06.2020 02:00";"13.1";"713.1";"756.5";"";"90";"Ветер, дующий с юго-востока";"2";"";"";"100%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"11.5";"";"";"";"";"";"";
"13.06.2020 23:00";"18.5";"713.1";"755.8";"";"54";"Ветер, дующий с востока";"2";"";"";"40%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"8.9";"";"";"";"";"";"";
"13.06.2020 20:00";"23.7";"713.0";"754.9";"";"43";"Ветер, дующий с юго-юго-востока";"2";"";"";"40%.";" ";"";"";"";"26.8";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"10.4";"";"";"";"";"";"";
"13.06.2020 17:00";"25.9";"713.4";"754.9";"";"36";"Ветер, дующий с юго-востока";"1";"";"";"40%.";" ";"";"";"";"";"";"20–30%.";"2500 или более, или облаков нет.";"";"";"10.0";"9.5";"";"";"";"";"";"";
"13.06.2020 14:00";"24.3";"714.7";"756.6";"";"40";"Ветер, дующий с западо-юго-запада";"2";"";"";"100%.";" ";"";"";"";"";"";"60%.";"2500 или более, или облаков нет.";"";"";"10.0";"9.7";"";"";"";"";"";"";
"13.06.2020 11:00";"21.0";"715.8";"758.2";"";"51";"Ветер, дующий с юго-юго-запада";"2";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"10.4";"";"";"";"";"";"";
"13.06.2020 08:00";"11.6";"715.9";"759.7";"";"97";"Ветер, дующий с востока";"1";"";"";"100%.";" ";"";"";"5.9";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"11.1";"";"";"";"";"";"";
"13.06.2020 05:00";"6.0";"715.3";"760.1";"";"100";"Ветер, дующий с востока";"2";"";"";"100%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"6.0";"";"";"";"";"";"";
"13.06.2020 02:00";"9.6";"715.0";"759.1";"";"100";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"9.6";"";"";"";"";"";"";
"12.06.2020 23:00";"13.9";"714.2";"757.6";"";"72";"Ветер, дующий с запада";"3";"";"";"100%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"8.8";"";"";"";"";"";"";
"12.06.2020 20:00";"18.4";"713.1";"755.8";"";"51";"Ветер, дующий с северо-запада";"3";"";"";"100%.";" ";"";"";"";"19.2";"";"40%.";"2500 или более, или облаков нет.";"";"";"10.0";"7.9";"";"";"";"";"";"";
"12.06.2020 17:00";"18.2";"712.9";"755.5";"";"52";"Ветер, дующий с западо-северо-запада";"6";"";"";"100%.";" ";"";"";"";"";"";"20–30%.";"2500 или более, или облаков нет.";"";"";"10.0";"8.2";"";"";"";"";"";"";
"12.06.2020 14:00";"16.4";"712.9";"755.9";"";"57";"Ветер, дующий с северо-запада";"3";"";"";"100%.";" ";"";"";"";"";"";"50%.";"2500 или более, или облаков нет.";"";"";"10.0";"7.9";"";"";"";"";"";"";
"12.06.2020 11:00";"14.7";"713.2";"756.4";"";"77";"Ветер, дующий с запада";"3";"";"";"100%.";" ";"";"";"";"";"";"40%.";"1000-1500";"";"";"10.0";"10.6";"";"";"";"";"";"";
"12.06.2020 08:00";"9.7";"712.7";"756.7";"";"100";"Ветер, дующий с юго-востока";"2";"";"";"100%.";" ";"";"";"3.9";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"9.7";"";"";"";"";"";"";
"12.06.2020 05:00";"5.5";"712.8";"757.5";"";"100";"Ветер, дующий с востока";"2";"";"";"Небо не видно из-за тумана и/или других метеорологических явлений.";" ";"";"";"";"";"";"";"";"";"";"0.1";"5.5";"";"";"";"";"";"";
"12.06.2020 02:00";"7.7";"713.5";"757.8";"";"100";"Ветер, дующий с востока";"2";"";"";"Небо не видно из-за тумана и/или других метеорологических явлений.";" ";"";"";"";"";"";"";"";"";"";"0.2";"7.7";"";"";"";"";"";"";
"11.06.2020 23:00";"8.7";"714.1";"758.2";"";"100";"Ветер, дующий с юга";"1";"";"";"100%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"8.7";"";"";"";"";"";"";
"11.06.2020 20:00";"10.8";"714.1";"757.9";"";"97";"Ветер, дующий с юга";"3";"";"";"100%.";" ";"";"";"";"17.3";"";"70 – 80%.";"600-1000";"";"";"10.0";"10.4";"";"";"";"";"";"";
"11.06.2020 17:00";"15.9";"713.2";"756.3";"";"69";"Ветер, дующий с запада";"7";"";"";"100%.";" ";"";"";"";"";"";"100%.";"600-1000";"";"";"10.0";"10.1";"";"";"";"";"";"";
"11.06.2020 14:00";"13.4";"713.9";"757.4";"";"83";"Ветер, дующий с западо-юго-запада";"4";"";"";"100%.";" ";"";"";"";"";"";"100%.";"300-600";"";"";"10.0";"10.5";"";"";"";"";"";"";
"11.06.2020 11:00";"12.9";"714.2";"757.7";"";"85";"Ветер, дующий с западо-северо-запада";"4";"";"";"100%.";" ";"";"";"";"";"";"50%.";"300-600";"";"";"10.0";"10.4";"";"";"";"";"";"";
"11.06.2020 08:00";"10.9";"714.2";"758.0";"";"94";"Ветер, дующий с западо-северо-запада";"2";"";"";"100%.";" ";"";"";"6.0";"";"";"50%.";"300-600";"";"";"10.0";"10.0";"";"";"";"";"";"";
"11.06.2020 05:00";"6.0";"713.9";"758.5";"";"100";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"";"6.0";"";"";"";"";"";"";
"11.06.2020 02:00";"9.9";"714.1";"758.1";"";"97";"Ветер, дующий с северо-запада";"2";"";"";"100%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"9.4";"";"";"";"";"";"";
"10.06.2020 23:00";"11.8";"714.2";"757.9";"";"88";"Ветер, дующий с западо-северо-запада";"3";"";"";"100%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"9.9";"";"";"";"";"";"";
"10.06.2020 20:00";"14.8";"713.5";"756.8";"";"74";"Ветер, дующий с северо-запада";"4";"";"";"100%.";" ";"";"";"";"17.6";"";"50%.";"1000-1500";"";"";"10.0";"10.1";"";"";"";"";"";"";
"10.06.2020 17:00";"15.6";"713.2";"756.4";"";"71";"Ветер, дующий с северо-запада";"5";"";"";"100%.";" ";"";"";"";"";"";"50%.";"1000-1500";"";"";"10.0";"10.4";"";"";"";"";"";"";
"10.06.2020 14:00";"12.8";"713.6";"757.0";"";"96";"Ветер, дующий с западо-северо-запада";"3";"";"";"100%.";" ";"";"";"";"";"";"70 – 80%.";"1000-1500";"";"";"10.0";"12.2";"";"";"";"";"";"";
"10.06.2020 11:00";"13.5";"713.3";"756.7";"";"77";"Ветер, дующий с западо-северо-запада";"5";"";"";"100%.";" ";"";"";"";"";"";"60%.";"300-600";"";"";"10.0";"9.5";"";"";"";"";"";"";
"10.06.2020 08:00";"12.6";"712.7";"756.1";"";"87";"Ветер, дующий с северо-запада";"3";"";"";"100%.";" ";"";"";"9.5";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"10.5";"";"";"";"";"";"";
"10.06.2020 05:00";"10.1";"711.8";"755.6";"";"100";"Ветер, дующий с востоко-северо-востока";"1";"";"";"100%.";" ";"";"";"";"";"";"10%  или менее, но не 0";"1500-2000";"";"";"10.0";"10.1";"";"";"";"";"";"";
"10.06.2020 02:00";"10.8";"711.7";"755.3";"";"100";"Ветер, дующий с западо-юго-запада";"1";"";"";"100%.";" ";"";"";"";"";"";"40%.";"1500-2000";"";"";"10.0";"10.8";"";"";"";"";"";"";
"09.06.2020 23:00";"13.1";"711.4";"754.8";"";"70";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"50%.";"1500-2000";"";"";"10.0";"7.8";"";"";"";"";"";"";
