"Местное время в Иркутске (аэропорт)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"15.12.2017 23:00";"-9.9";"734.0";"783.0";"";"87";"Ветер, дующий с запада";"3";"";"";"100%.";" ";"";"";"";"";"";"100%.";"300-600";"";"";"4.0";"-11.7";"";"";"";"";"";"";
"15.12.2017 20:00";"-9.4";"734.2";"783.1";"";"84";"Ветер, дующий с северо-северо-запада";"5";"";"";"100%.";" ";"";"";"";"-9.1";"";"70 – 80%.";"600-1000";"";"";"4.0";"-11.7";"";"";"";"";"";"";
"15.12.2017 17:00";"-11.7";"733.9";"783.1";"";"88";"Ветер, дующий с юга";"2";"";"";"100%.";" ";"";"";"";"";"";"100%.";"600-1000";"";"";"1.5";"-13.3";"";"";"";"";"";"";
"15.12.2017 14:00";"-12.8";"734.1";"783.6";"";"84";"Ветер, дующий с юга";"2";"";"";"100%.";" ";"";"";"";"";"";"70 – 80%.";"600-1000";"";"";"2.5";"-14.9";"";"";"";"";"";"";
"15.12.2017 11:00";"-14.5";"735.0";"784.9";"";"84";"Ветер, дующий с юго-юго-запада";"1";"";"";"100%.";" ";"";"";"";"";"";"70 – 80%.";"600-1000";"";"";"2.0";"-16.7";"";"";"";"";"";"";
"15.12.2017 08:00";"-16.1";"734.6";"784.8";"";"83";"Ветер, дующий с западо-северо-запада";"2";"";"";"100%.";" ";"";"";"-16.3";"";"";"60%.";"1000-1500";"";"";"4.0";"-18.4";"";"";"";"";"";"";
"15.12.2017 05:00";"-15.8";"734.5";"784.6";"";"77";"Ветер, дующий с западо-северо-запада";"5";"";"";"100%.";" ";"";"";"";"";"";"60%.";"1000-1500";"";"";"10.0";"-19.0";"";"";"";"";"";"";
"14.12.2017 23:00";"-14.2";"733.6";"783.3";"";"73";"Ветер, дующий с северо-запада";"7";"";"";"100%.";" ";"";"";"";"";"";"70 – 80%.";"600-1000";"";"";"4.0";"-18.0";"";"";"";"";"";"";
"14.12.2017 20:00";"-13.3";"732.4";"781.9";"";"87";"Ветер, дующий с северо-запада";"3";"";"";"100%.";" ";"";"";"";"-12.6";"";"100%.";"600-1000";"";"";"3.0";"-15.0";"";"";"";"";"";"";
"14.12.2017 17:00";"-13.9";"730.7";"780.1";"";"86";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"60%.";"1000-1500";"";"";"4.0";"-15.7";"";"";"";"";"";"";
"14.12.2017 14:00";"-15.4";"730.2";"779.9";"";"84";"Ветер, дующий с юго-юго-востока";"3";"";"";"100%.";" ";"";"";"";"";"";"40%.";"600-1000";"";"";"4.0";"-17.5";"";"";"";"";"";"";
"14.12.2017 11:00";"-20.2";"730.7";"781.5";"";"81";"Ветер, дующий с юга";"1";"";"";"60%.";" ";"";"";"";"";"";"40%.";"300-600";"";"";"10.0";"-22.6";"";"";"";"";"";"";
"14.12.2017 08:00";"-21.6";"730.3";"781.3";"";"80";"Ветер, дующий с востоко-северо-востока";"1";"";"";"100%.";" ";"";"";"-21.6";"";"";"40%.";"1500-2000";"";"";"10.0";"-24.1";"";"";"";"";"";"";
"14.12.2017 05:00";"-19.8";"730.0";"780.6";"";"82";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"60%.";"300-600";"";"";"4.0";"-22.1";"";"";"";"";"";"";
"14.12.2017 02:00";"-19.8";"730.2";"780.8";"";"83";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"60%.";"300-600";"";"";"4.0";"-22.0";"";"";"";"";"";"";
"13.12.2017 23:00";"-19.5";"730.2";"780.7";"";"83";"Ветер, дующий с северо-северо-запада";"1";"";"";"100%.";" ";"";"";"";"";"";"60%.";"1000-1500";"";"";"4.0";"-21.7";"";"";"";"";"";"";
"13.12.2017 20:00";"-16.8";"729.9";"779.9";"";"85";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"-15.3";"";"60%.";"1000-1500";"";"";"4.0";"-18.7";"";"";"";"";"";"";
"13.12.2017 17:00";"-17.0";"729.2";"779.2";"";"86";"Ветер, дующий с юга";"2";"";"";"100%.";" ";"";"";"";"";"";"50%.";"1000-1500";"";"";"10.0";"-18.8";"";"";"";"";"";"";
"13.12.2017 14:00";"-16.4";"728.5";"778.3";"";"78";"Ветер, дующий с северо-востока";"2";"";"";"100%.";" ";"";"";"";"";"";"60%.";"1000-1500";"";"";"4.5";"-19.3";"";"";"";"";"";"";
"13.12.2017 11:00";"-18.2";"728.4";"778.6";"";"82";"Ветер, дующий с юга";"2";"";"";"100%.";" ";"";"";"";"";"";"60%.";"1000-1500";"";"";"4.0";"-20.5";"";"";"";"";"";"";
"13.12.2017 08:00";"-18.1";"726.8";"776.8";"";"84";"Ветер, дующий с северо-северо-востока";"1";"";"";"100%.";" ";"";"";"-18.6";"";"";"60%.";"600-1000";"";"";"2.0";"-20.2";"";"";"";"";"";"";
"13.12.2017 02:00";"-16.5";"724.1";"773.6";"";"83";"Ветер, дующий с северо-запада";"3";"";"";"100%.";" ";"";"";"";"";"";"100%.";"300-600";"";"";"2.2";"-18.7";"";"";"";"";"";"";
"12.12.2017 23:00";"-15.1";"722.2";"771.4";"";"79";"Ветер, дующий с севера";"2";"";"";"100%.";" ";"";"";"";"";"";"100%.";"300-600";"";"";"2.0";"-17.9";"";"";"";"";"";"";
"12.12.2017 20:00";"-14.0";"721.2";"770.1";"";"73";"Ветер, дующий с востоко-северо-востока";"3";"";"";"100%.";" ";"";"";"";"-12.0";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"-17.8";"";"";"";"";"";"";
"12.12.2017 17:00";"-13.3";"721.9";"770.8";"";"69";"Ветер, дующий с востока";"4";"";"";"100%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"-17.9";"";"";"";"";"";"";
"12.12.2017 14:00";"-18.3";"723.1";"772.9";"";"76";"Ветер, дующий с востоко-юго-востока";"3";"";"";"100%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"2.0";"-21.5";"";"";"";"";"";"";
"12.12.2017 11:00";"-25.9";"725.1";"776.7";"";"75";"Штиль, безветрие";"0";"";"";"70 – 80%.";" ";"";"";"";"";"";"20–30%.";"600-1000";"";"";"4.0";"-29.0";"";"";"";"";"";"";
"12.12.2017 08:00";"-29.4";"726.1";"778.5";"";"74";"Ветер, дующий с востока";"2";"";"";"Облаков нет.";" ";"";"";"-30.9";"";"";"";"";"";"";"10.0";"-32.5";"";"";"";"";"";"";
"12.12.2017 05:00";"-28.8";"726.7";"779.0";"";"75";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"-31.9";"";"";"";"";"";"";
"12.12.2017 02:00";"-28.3";"727.6";"779.8";"";"75";"Ветер, дующий с юго-юго-востока";"1";"";"";"100%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"-31.3";"";"";"";"";"";"";
"11.12.2017 23:00";"-27.5";"727.4";"779.5";"";"76";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"4.0";"-30.4";"";"";"";"";"";"";
"11.12.2017 20:00";"-25.7";"727.0";"778.6";"";"77";"Ветер, дующий с севера";"2";"";"";"100%.";" ";"";"";"";"-21.6";"";"";"2500 или более, или облаков нет.";"";"";"4.0";"-28.5";"";"";"";"";"";"";
"11.12.2017 17:00";"-23.9";"726.1";"777.4";"";"77";"Ветер, дующий с западо-северо-запада";"3";"";"";"60%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"3.9";"-26.8";"";"";"";"";"";"";
"11.12.2017 14:00";"-22.8";"726.3";"777.3";"";"63";"Ветер, дующий с запада";"2";"";"";"40%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"-27.9";"";"";"";"";"";"";
"11.12.2017 11:00";"-31.2";"727.4";"780.4";"";"71";"Ветер, дующий с востока";"1";"";"";"40%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"-34.7";"";"";"";"";"";"";
"11.12.2017 08:00";"-32.5";"727.7";"781.0";"";"71";"Ветер, дующий с востоко-северо-востока";"1";"";"";"40%.";" ";"";"";"-33.3";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"-35.9";"";"";"";"";"";"";
"11.12.2017 05:00";"-32.7";"728.7";"782.1";"";"72";"Ветер, дующий с востоко-северо-востока";"2";"";"";"40%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"-36.0";"";"";"";"";"";"";
"11.12.2017 02:00";"-31.0";"730.0";"783.1";"";"74";"Ветер, дующий с востока";"4";"";"";"40%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"-34.1";"";"";"";"";"";"";
"10.12.2017 23:00";"-29.8";"730.3";"783.1";"";"77";"Ветер, дующий с северо-востока";"2";"";"";"100%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"-32.6";"";"";"";"";"";"";
"10.12.2017 20:00";"-28.0";"730.6";"783.0";"";"75";"Ветер, дующий с северо-северо-востока";"2";"";"";"100%.";" ";"";"";"";"-20.4";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"-31.1";"";"";"";"";"";"";
"10.12.2017 17:00";"-23.6";"730.2";"781.6";"";"67";"Ветер, дующий с севера";"3";"";"";"100%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"-28.0";"";"";"";"";"";"";
"10.12.2017 14:00";"-20.6";"729.5";"780.3";"";"63";"Ветер, дующий с запада";"2";"";"";"100%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"-25.8";"";"";"";"";"";"";
"10.12.2017 11:00";"-24.8";"729.4";"781.1";"";"75";"Ветер, дующий с севера";"1";"";"";"100%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"-27.9";"";"";"";"";"";"";
"10.12.2017 08:00";"-24.7";"728.9";"780.5";"";"77";"Ветер, дующий с востоко-северо-востока";"3";"";"";"100%.";" ";"";"";"-24.9";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"-27.6";"";"";"";"";"";"";
"10.12.2017 05:00";"-24.7";"728.8";"780.4";"";"78";"Ветер, дующий с северо-востока";"3";"";"";"100%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"-27.5";"";"";"";"";"";"";
"09.12.2017 23:00";"-15.7";"729.1";"778.8";"";"77";"Ветер, дующий с севера";"3";"";"";"100%.";" ";"";"";"";"";"";"50%.";"600-1000";"";"";"10.0";"-18.9";"";"";"";"";"";"";
"09.12.2017 20:00";"-10.7";"728.7";"777.4";"";"74";"Ветер, дующий с северо-северо-запада";"7";"";"";"100%.";" ";"";"";"";"-7.1";"";"70 – 80%.";"600-1000";"";"";"10.0";"-14.4";"";"";"";"";"";"";
"09.12.2017 17:00";"-9.7";"727.8";"776.3";"";"73";"Ветер, дующий с северо-запада";"7";"";"";"100%.";" ";"";"";"";"";"";"70 – 80%.";"300-600";"";"";"10.0";"-13.7";"";"";"";"";"";"";
"09.12.2017 14:00";"-7.9";"726.3";"774.4";"";"79";"Ветер, дующий с северо-запада";"10";"12";"";"100%.";" ";"";"";"";"";"";"70 – 80%.";"300-600";"";"";"2.1";"-10.9";"";"";"";"";"";"";
"09.12.2017 11:00";"-7.3";"725.8";"773.8";"";"84";"Ветер, дующий с северо-запада";"8";"";"";"100%.";" ";"";"";"";"";"";"70 – 80%.";"300-600";"";"";"3.3";"-9.5";"";"";"";"";"";"";
"09.12.2017 08:00";"-7.1";"724.8";"772.6";"";"87";"Ветер, дующий с северо-запада";"8";"10";"";"100%.";" ";"";"";"-7.1";"";"";"70 – 80%.";"300-600";"";"";"10.0";"-8.9";"";"";"";"";"";"";
"09.12.2017 05:00";"-6.8";"723.7";"771.3";"";"88";"Ветер, дующий с северо-запада";"6";"";"";"100%.";" ";"";"";"";"";"";"70 – 80%.";"600-1000";"";"";"4.7";"-8.5";"";"";"";"";"";"";
"09.12.2017 02:00";"-4.8";"723.0";"770.2";"";"81";"Ветер, дующий с северо-северо-запада";"9";"13";"";"100%.";" ";"";"";"";"";"";"90  или более, но не 100%";"600-1000";"";"";"10.0";"-7.6";"";"";"";"";"";"";
"08.12.2017 23:00";"-4.3";"723.0";"770.2";"";"91";"Ветер, дующий с западо-северо-запада";"3";"";"";"100%.";" ";"";"";"";"";"";"100%.";"300-600";"";"";"2.1";"-5.5";"";"";"";"";"";"";
"08.12.2017 20:00";"-4.7";"723.7";"771.0";"";"91";"Ветер, дующий с западо-северо-запада";"6";"";"";"100%.";" ";"";"";"";"-3.2";"";"70 – 80%.";"300-600";"";"";"4.0";"-6.0";"";"";"";"";"";"";
"08.12.2017 17:00";"-3.8";"723.8";"770.9";"";"70";"Ветер, дующий с западо-северо-запада";"4";"";"";"100%.";" ";"";"";"";"";"";"40%.";"1000-1500";"";"";"10.0";"-8.6";"";"";"";"";"";"";
"08.12.2017 14:00";"-3.4";"724.3";"771.4";"";"68";"Ветер, дующий с западо-северо-запада";"6";"";"";"100%.";" ";"";"";"";"";"";"40%.";"2500 или более, или облаков нет.";"";"";"10.0";"-8.5";"";"";"";"";"";"";
"08.12.2017 11:00";"-7.8";"725.0";"772.9";"";"83";"Ветер, дующий с юга";"2";"";"";"100%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"-10.2";"";"";"";"";"";"";
"08.12.2017 08:00";"-10.4";"724.9";"773.4";"";"90";"Ветер, дующий с юга";"2";"";"";"100%.";" ";"";"";"-13.4";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"-11.8";"";"";"";"";"";"";
"08.12.2017 05:00";"-11.3";"724.9";"773.5";"";"89";"Ветер, дующий с юго-юго-востока";"1";"";"";"100%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"-12.8";"";"";"";"";"";"";
"08.12.2017 02:00";"-11.0";"725.5";"774.1";"";"91";"Ветер, дующий с севера";"1";"";"";"100%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"-12.2";"";"";"";"";"";"";
"07.12.2017 23:00";"-6.5";"725.8";"773.6";"";"81";"Ветер, дующий с юго-юго-востока";"1";"";"";"100%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"4.0";"-9.3";"";"";"";"";"";"";
"07.12.2017 20:00";"-7.8";"726.1";"774.1";"";"86";"Ветер, дующий с юга";"2";"";"";"100%.";" ";"";"";"";"-5.4";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"-9.8";"";"";"";"";"";"";
"07.12.2017 17:00";"-5.6";"725.9";"773.5";"";"75";"Ветер, дующий с юга";"2";"";"";"100%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"-9.4";"";"";"";"";"";"";
"07.12.2017 14:00";"-6.9";"726.0";"773.8";"";"77";"Ветер, дующий с юго-юго-востока";"2";"";"";"100%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"-10.3";"";"";"";"";"";"";
"07.12.2017 11:00";"-10.1";"726.6";"775.1";"";"89";"Ветер, дующий с юго-востока";"2";"";"";"100%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"-11.6";"";"";"";"";"";"";
"07.12.2017 08:00";"-13.3";"727.6";"776.8";"";"90";"Ветер, дующий с востока";"1";"";"";"100%.";" ";"";"";"-13.7";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"-14.6";"";"";"";"";"";"";
"07.12.2017 05:00";"-11.5";"728.0";"776.9";"";"92";"Ветер, дующий с востоко-юго-востока";"2";"";"";"100%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"-12.6";"";"";"";"";"";"";
"07.12.2017 02:00";"-8.8";"729.0";"777.4";"";"89";"Ветер, дующий с юго-юго-востока";"3";"";"";"100%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"-10.3";"";"";"";"";"";"";
"06.12.2017 23:00";"-7.0";"729.4";"777.4";"";"80";"Ветер, дующий с запада";"3";"";"";"100%.";" ";"";"";"";"";"";"70 – 80%.";"2500 или более, или облаков нет.";"";"";"10.0";"-9.9";"";"";"";"";"";"";
"06.12.2017 20:00";"-6.4";"729.5";"777.5";"";"84";"Ветер, дующий с запада";"3";"";"";"100%.";" ";"";"";"";"-6.4";"";"60%.";"1500-2000";"";"";"10.0";"-8.7";"";"";"";"";"";"";
"06.12.2017 17:00";"-6.8";"728.7";"776.7";"";"85";"Ветер, дующий с северо-запада";"5";"";"";"100%.";" ";"";"";"";"";"";"70 – 80%.";"300-600";"";"";"10.0";"-9.0";"";"";"";"";"";"";
"06.12.2017 14:00";"-7.3";"727.6";"775.6";"";"83";"Ветер, дующий с западо-северо-запада";"6";"";"";"100%.";" ";"";"";"";"";"";"70 – 80%.";"300-600";"";"";"2.0";"-9.7";"";"";"";"";"";"";
"06.12.2017 11:00";"-7.8";"726.8";"774.9";"";"83";"Ветер, дующий с западо-северо-запада";"6";"";"";"100%.";" ";"";"";"";"";"";"70 – 80%.";"300-600";"";"";"4.0";"-10.2";"";"";"";"";"";"";
"06.12.2017 08:00";"-8.2";"725.5";"773.6";"";"84";"Ветер, дующий с западо-северо-запада";"6";"";"";"100%.";" ";"";"";"-9.5";"";"";"100%.";"600-1000";"";"";"10.0";"-10.5";"";"";"";"";"";"";
"06.12.2017 05:00";"-7.8";"723.8";"771.7";"";"90";"Ветер, дующий с западо-северо-запада";"4";"";"";"100%.";" ";"";"";"";"";"";"100%.";"300-600";"";"";"10.0";"-9.2";"";"";"";"";"";"";
"05.12.2017 23:00";"-8.9";"722.8";"770.8";"";"77";"Ветер, дующий с западо-северо-запада";"5";"";"";"100%.";" ";"";"";"";"";"";"50%.";"1000-1500";"";"";"10.0";"-12.3";"";"";"";"";"";"";
"05.12.2017 17:00";"-5.6";"720.4";"767.6";"";"83";"Ветер, дующий с западо-северо-запада";"6";"";"";"100%.";" ";"";"";"";"";"";"100%.";"1000-1500";"";"";"4.0";"-8.1";"";"";"";"";"";"";
"05.12.2017 14:00";"-4.5";"719.8";"766.8";"";"90";"Ветер, дующий с западо-северо-запада";"6";"";"";"100%.";" ";"";"";"";"";"";"100%.";"200-300";"";"";"4.0";"-5.9";"";"";"";"";"";"";
"05.12.2017 11:00";"-4.4";"719.7";"766.6";"";"95";"Ветер, дующий с северо-северо-запада";"2";"";"";"100%.";" ";"";"";"";"";"";"100%.";"600-1000";"";"";"1.3";"-5.1";"";"";"";"";"";"";
"05.12.2017 08:00";"-4.6";"719.2";"766.1";"";"95";"Ветер, дующий с западо-северо-запада";"2";"";"";"100%.";" ";"";"";"-6.2";"";"";"100%.";"200-300";"";"";"0.7";"-5.3";"";"";"";"";"";"";
"05.12.2017 05:00";"-4.8";"719.5";"766.5";"";"95";"Ветер, дующий с северо-северо-запада";"1";"";"";"100%.";" ";"";"";"";"";"";"100%.";"300-600";"";"";"0.8";"-5.5";"";"";"";"";"";"";
"05.12.2017 02:00";"-5.4";"720.4";"767.5";"";"94";"Ветер, дующий с юга";"2";"";"";"100%.";" ";"";"";"";"";"";"100%.";"300-600";"";"";"0.7";"-6.2";"";"";"";"";"";"";
"04.12.2017 23:00";"-5.7";"720.6";"767.8";"";"89";"Ветер, дующий с юго-запада";"2";"";"";"100%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"-7.2";"";"";"";"";"";"";
"04.12.2017 20:00";"-4.4";"720.4";"767.5";"";"87";"Ветер, дующий с юга";"3";"";"";"100%.";" ";"";"";"";"-4.1";"";"20–30%.";"1500-2000";"";"";"10.0";"-6.2";"";"";"";"";"";"";
"04.12.2017 17:00";"-5.1";"722.4";"769.6";"";"94";"Ветер, дующий с юго-юго-востока";"3";"";"";"100%.";" ";"";"";"";"";"";"100%.";"1000-1500";"";"";"2.5";"-5.9";"";"";"";"";"";"";
"04.12.2017 14:00";"-6.5";"723.3";"770.8";"";"89";"Ветер, дующий с юго-юго-востока";"3";"";"";"100%.";" ";"";"";"";"";"";"70 – 80%.";"1000-1500";"";"";"4.0";"-8.1";"";"";"";"";"";"";
