"Местное время в Усолье-Сибирском";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"14.12.2020 05:00";"-26.0";"732.0";"";"";"74";"Ветер, дующий с юго-востока";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"14.12.2020 02:00";"-25.0";"733.0";"";"";"75";"Ветер, дующий с востока";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"13.12.2020 23:00";"-26.0";"733.0";"";"";"77";"Ветер, дующий с востока";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"13.12.2020 20:00";"-25.0";"734.0";"";"";"77";"Ветер, дующий с юга";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"13.12.2020 17:00";"-20.0";"734.0";"";"";"79";"Ветер, дующий с востока";"1";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"13.12.2020 14:00";"-19.0";"734.0";"";"";"70";"Ветер, дующий с востока";"3";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"13.12.2020 11:00";"-25.0";"735.0";"";"";"77";"Ветер, дующий с востока";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"13.12.2020 08:00";"-29.0";"735.0";"";"";"71";"Ветер, дующий с юга";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"13.12.2020 05:00";"-27.0";"735.0";"";"";"73";"Ветер, дующий с юго-востока";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"13.12.2020 02:00";"-24.0";"735.0";"";"";"79";"Ветер, дующий с востока";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"12.12.2020 23:00";"-23.0";"736.0";"";"";"78";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"12.12.2020 20:00";"-21.0";"736.0";"";"";"82";"Ветер, дующий с юга";"1";"";"";"";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"12.12.2020 17:00";"-16.0";"735.0";"";"";"69";"Ветер, дующий с северо-запада";"2";"";"";"";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"12.12.2020 14:00";"-14.0";"735.0";"";"";"72";"Ветер, дующий с северо-запада";"2";"";"";"";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"12.12.2020 11:00";"-17.0";"734.0";"";"";"81";"Ветер, дующий с запада";"2";"";"";"";"Снег неливневый. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"12.12.2020 08:00";"-21.0";"733.0";"";"";"79";"Штиль, безветрие";"0";"";"";"";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"12.12.2020 05:00";"-23.0";"731.0";"";"";"76";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"12.12.2020 02:00";"-26.0";"731.0";"";"";"75";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"11.12.2020 23:00";"-25.0";"730.0";"";"";"75";"Ветер, дующий с юго-востока";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"11.12.2020 20:00";"-25.0";"729.0";"";"";"77";"Ветер, дующий с юго-запада";"1";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"11.12.2020 17:00";"-22.0";"727.0";"";"";"76";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"11.12.2020 14:00";"-20.0";"727.0";"";"";"69";"Ветер, дующий с востока";"1";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"11.12.2020 11:00";"-26.0";"727.0";"";"";"72";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"11.12.2020 08:00";"-30.0";"727.0";"";"";"71";"Ветер, дующий с юга";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"11.12.2020 05:00";"-30.0";"727.0";"";"";"73";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"11.12.2020 02:00";"-28.0";"728.0";"";"";"74";"Ветер, дующий с юга";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"10.12.2020 23:00";"-26.0";"729.0";"";"";"75";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"10.12.2020 20:00";"-23.0";"729.0";"";"";"79";"Ветер, дующий с юга";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"10.12.2020 17:00";"-17.0";"729.0";"";"";"82";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"10.12.2020 14:00";"-13.0";"729.0";"";"";"63";"Ветер, дующий с востока";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"10.12.2020 11:00";"-18.0";"730.0";"";"";"78";"Ветер, дующий с запада";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"10.12.2020 08:00";"-18.0";"729.0";"";"";"83";"Ветер, дующий с юго-запада";"1";"";"";"";"Снег неливневый. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"10.12.2020 05:00";"-16.0";"728.0";"";"";"84";"Штиль, безветрие";"0";"";"";"";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"10.12.2020 02:00";"-16.0";"728.0";"";"";"83";"Ветер, дующий с запада";"1";"";"";"";"Ливневый снег или ливневый дождь и снег. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"09.12.2020 23:00";"-15.0";"727.0";"";"";"68";"Ветер, дующий с запада";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"09.12.2020 20:00";"-14.0";"726.0";"";"";"57";"Ветер, дующий с северо-запада";"2";"";"";"";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"09.12.2020 17:00";"-11.0";"723.0";"";"";"63";"Ветер, дующий с севера";"3";"";"";"";"Ливневый снег или ливневый дождь и снег. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"09.12.2020 14:00";"-12.0";"720.0";"";"";"84";"Ветер, дующий с северо-запада";"2";"";"";"";"Ливневый снег умеренный или сильный в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"09.12.2020 11:00";"-16.0";"718.0";"";"";"82";"Ветер, дующий с востока";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"09.12.2020 08:00";"-20.0";"717.0";"";"";"80";"Ветер, дующий с юга";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"09.12.2020 05:00";"-22.0";"718.0";"";"";"78";"Ветер, дующий с востока";"1";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"09.12.2020 02:00";"-21.0";"720.0";"";"";"80";"Ветер, дующий с северо-востока";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"08.12.2020 23:00";"-19.0";"721.0";"";"";"82";"Ветер, дующий с юго-востока";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"08.12.2020 20:00";"-17.0";"722.0";"";"";"84";"Штиль, безветрие";"0";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"08.12.2020 17:00";"-12.0";"721.0";"";"";"81";"Ветер, дующий с северо-востока";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"08.12.2020 14:00";"-12.0";"721.0";"";"";"75";"Ветер, дующий с востока";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"08.12.2020 11:00";"-18.0";"722.0";"";"";"79";"Ветер, дующий с севера";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"08.12.2020 08:00";"-22.0";"723.0";"";"";"80";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"08.12.2020 05:00";"-18.0";"724.0";"";"";"83";"Штиль, безветрие";"0";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"08.12.2020 02:00";"-19.0";"726.0";"";"";"82";"Ветер, дующий с юго-востока";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"07.12.2020 23:00";"-20.0";"727.0";"";"";"82";"Ветер, дующий с юга";"1";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"07.12.2020 20:00";"-16.0";"728.0";"";"";"87";"Ветер, дующий с юга";"1";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"07.12.2020 17:00";"-11.0";"729.0";"";"";"73";"Ветер, дующий с востока";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"07.12.2020 14:00";"-10.0";"731.0";"";"";"63";"Ветер, дующий с северо-востока";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"07.12.2020 11:00";"-15.0";"733.0";"";"";"81";"Ветер, дующий с юго-востока";"1";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"07.12.2020 08:00";"-18.0";"734.0";"";"";"81";"Ветер, дующий с востока";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"07.12.2020 05:00";"-19.0";"734.0";"";"";"81";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"07.12.2020 02:00";"-20.0";"735.0";"";"";"81";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"06.12.2020 23:00";"-19.0";"735.0";"";"";"83";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"06.12.2020 20:00";"-20.0";"736.0";"";"";"81";"Ветер, дующий с юго-запада";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"06.12.2020 17:00";"-16.0";"735.0";"";"";"82";"Штиль, безветрие";"0";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"06.12.2020 14:00";"-14.0";"735.0";"";"";"75";"Ветер, дующий с северо-востока";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"06.12.2020 11:00";"-17.0";"735.0";"";"";"80";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"06.12.2020 08:00";"-23.0";"736.0";"";"";"78";"Штиль, безветрие";"0";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"06.12.2020 05:00";"-22.0";"737.0";"";"";"80";"Ветер, дующий с юго-востока";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"06.12.2020 02:00";"-19.0";"738.0";"";"";"83";"Ветер, дующий с юга";"1";"";"";"";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"05.12.2020 23:00";"-13.0";"738.0";"";"";"81";"Ветер, дующий с запада";"1";"";"";"";"Ливневый снег слабый в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"05.12.2020 20:00";"-14.0";"738.0";"";"";"79";"Ветер, дующий с северо-запада";"1";"";"";"";"Ливневый снег слабый в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"05.12.2020 17:00";"-15.0";"737.0";"";"";"80";"Ветер, дующий с запада";"1";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"05.12.2020 14:00";"-12.0";"735.0";"";"";"72";"Ветер, дующий с северо-запада";"3";"";"";"";"Облака в целом рассеиваются или становятся менее развитыми. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"05.12.2020 11:00";"-21.0";"734.0";"";"";"78";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"05.12.2020 08:00";"-27.0";"733.0";"";"";"74";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"05.12.2020 05:00";"-25.0";"731.0";"";"";"74";"Ветер, дующий с запада";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"05.12.2020 02:00";"-26.0";"730.0";"";"";"75";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"04.12.2020 23:00";"-25.0";"730.0";"";"";"77";"Ветер, дующий с юго-востока";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"04.12.2020 20:00";"-22.0";"730.0";"";"";"81";"Ветер, дующий с северо-запада";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"04.12.2020 17:00";"-17.0";"730.0";"";"";"83";"Штиль, безветрие";"0";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"04.12.2020 14:00";"-16.0";"731.0";"";"";"72";"Ветер, дующий с северо-востока";"1";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"04.12.2020 11:00";"-20.0";"732.0";"";"";"78";"Ветер, дующий с юго-востока";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"04.12.2020 08:00";"-26.0";"733.0";"";"";"76";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"04.12.2020 05:00";"-24.0";"734.0";"";"";"79";"Ветер, дующий с востока";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"04.12.2020 02:00";"-24.0";"735.0";"";"";"77";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"03.12.2020 23:00";"-23.0";"736.0";"";"";"78";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"03.12.2020 20:00";"-20.0";"737.0";"";"";"82";"Ветер, дующий с юга";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"03.12.2020 17:00";"-16.0";"738.0";"";"";"85";"Ветер, дующий с востока";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"03.12.2020 14:00";"-14.0";"739.0";"";"";"78";"Ветер, дующий с востока";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"03.12.2020 11:00";"-19.0";"741.0";"";"";"80";"Ветер, дующий с юго-востока";"1";"";"";"";"Дымка. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"03.12.2020 08:00";"-24.0";"741.0";"";"";"78";"Ветер, дующий с востока";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"03.12.2020 05:00";"-23.0";"742.0";"";"";"78";"Ветер, дующий с востока";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"03.12.2020 02:00";"-21.0";"742.0";"";"";"80";"Ветер, дующий с востока";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"02.12.2020 23:00";"-20.0";"743.0";"";"";"82";"Ветер, дующий с юга";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"02.12.2020 20:00";"-16.0";"742.0";"";"";"87";"Штиль, безветрие";"0";"";"";"";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"02.12.2020 17:00";"-10.0";"742.0";"";"";"86";"Штиль, безветрие";"0";"";"";"";"Облака в целом рассеиваются или становятся менее развитыми. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"02.12.2020 14:00";"-7.0";"742.0";"";"";"78";"Ветер, дующий с северо-запада";"2";"";"";"";"Ливневый снег слабый в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"02.12.2020 11:00";"-8.0";"742.0";"";"";"87";"Ветер, дующий с запада";"1";"";"";"";"Ливневый снег слабый в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"02.12.2020 08:00";"-10.0";"741.0";"";"";"89";"Ветер, дующий с запада";"1";"";"";"";"Снег с перерывами слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"02.12.2020 05:00";"-11.0";"741.0";"";"";"89";"Ветер, дующий с запада";"1";"";"";"";"Снег с перерывами слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"02.12.2020 02:00";"-10.0";"740.0";"";"";"88";"Ветер, дующий с северо-запада";"2";"";"";"";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"01.12.2020 23:00";"-11.0";"740.0";"";"";"90";"Ветер, дующий с северо-запада";"1";"";"";"";"Ливневый снег слабый в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"01.12.2020 20:00";"-13.0";"739.0";"";"";"89";"Ветер, дующий с запада";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"01.12.2020 17:00";"-9.0";"739.0";"";"";"82";"Ветер, дующий с запада";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"01.12.2020 14:00";"-7.0";"739.0";"";"";"72";"Ветер, дующий с северо-запада";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
