"Местное время в Усолье-Сибирском";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"22.03.2018 17:00";"7.0";"722.0";"";"";"34";"Ветер, дующий с запада";"1";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"22.03.2018 14:00";"7.0";"721.0";"";"";"36";"Ветер, дующий с севера";"2";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"22.03.2018 11:00";"3.0";"721.0";"";"";"49";"Ветер, дующий с северо-востока";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"22.03.2018 08:00";"-4.0";"720.0";"";"";"80";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"22.03.2018 05:00";"-2.0";"719.0";"";"";"68";"Ветер, дующий с юго-востока";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"22.03.2018 02:00";"-1.0";"720.0";"";"";"62";"Ветер, дующий с востока";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"21.03.2018 23:00";"0.0";"722.0";"";"";"54";"Ветер, дующий с востока";"3";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"21.03.2018 20:00";"0.0";"724.0";"";"";"48";"Ветер, дующий с востока";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"21.03.2018 17:00";"4.0";"726.0";"";"";"33";"Ветер, дующий с востока";"3";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"21.03.2018 14:00";"4.0";"728.0";"";"";"27";"Ветер, дующий с востока";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"21.03.2018 11:00";"3.0";"730.0";"";"";"33";"Ветер, дующий с севера";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"21.03.2018 08:00";"-5.0";"730.0";"";"";"91";"Ветер, дующий с севера";"1";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"21.03.2018 05:00";"-2.0";"730.0";"";"";"88";"Ветер, дующий с запада";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"21.03.2018 02:00";"1.0";"728.0";"";"";"69";"Ветер, дующий с северо-запада";"1";"";"";"";"Облака в целом рассеиваются или становятся менее развитыми. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"20.03.2018 23:00";"4.0";"726.0";"";"";"68";"Ветер, дующий с севера";"5";"";"";"";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"20.03.2018 20:00";"3.0";"721.0";"";"";"60";"Ветер, дующий с северо-востока";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"20.03.2018 17:00";"8.0";"719.0";"";"";"36";"Ветер, дующий с юго-востока";"4";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"20.03.2018 14:00";"8.0";"720.0";"";"";"34";"Ветер, дующий с юго-востока";"5";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"20.03.2018 11:00";"3.0";"722.0";"";"";"46";"Ветер, дующий с юго-востока";"6";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"20.03.2018 08:00";"-6.0";"723.0";"";"";"76";"Ветер, дующий с востока";"3";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"20.03.2018 05:00";"-6.0";"725.0";"";"";"77";"Ветер, дующий с востока";"3";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"20.03.2018 02:00";"-4.0";"726.0";"";"";"72";"Ветер, дующий с востока";"3";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"19.03.2018 23:00";"-2.0";"728.0";"";"";"62";"Ветер, дующий с юго-востока";"3";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"19.03.2018 20:00";"1.0";"728.0";"";"";"53";"Ветер, дующий с юго-востока";"3";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"19.03.2018 17:00";"6.0";"729.0";"";"";"40";"Ветер, дующий с юго-востока";"4";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"19.03.2018 14:00";"4.0";"730.0";"";"";"49";"Ветер, дующий с востока";"4";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"19.03.2018 11:00";"-2.0";"731.0";"";"";"62";"Ветер, дующий с востока";"3";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"19.03.2018 08:00";"-8.0";"731.0";"";"";"85";"Ветер, дующий с востока";"3";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"19.03.2018 05:00";"-6.0";"731.0";"";"";"86";"Ветер, дующий с востока";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"19.03.2018 02:00";"-6.0";"731.0";"";"";"88";"Ветер, дующий с востока";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"18.03.2018 23:00";"-4.0";"731.0";"";"";"84";"Ветер, дующий с юго-востока";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"18.03.2018 20:00";"0.0";"731.0";"";"";"64";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"18.03.2018 17:00";"7.0";"730.0";"";"";"38";"Ветер, дующий с востока";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"18.03.2018 14:00";"5.0";"731.0";"";"";"46";"Ветер, дующий с востока";"3";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"18.03.2018 11:00";"-2.0";"732.0";"";"";"62";"Ветер, дующий с востока";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"18.03.2018 08:00";"-9.0";"731.0";"";"";"90";"Ветер, дующий с востока";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"18.03.2018 05:00";"-11.0";"730.0";"";"";"86";"Ветер, дующий с востока";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"18.03.2018 02:00";"-10.0";"730.0";"";"";"89";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"17.03.2018 23:00";"-6.0";"730.0";"";"";"87";"Ветер, дующий с юга";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"17.03.2018 20:00";"-1.0";"729.0";"";"";"64";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"17.03.2018 17:00";"6.0";"728.0";"";"";"39";"Ветер, дующий с северо-востока";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"17.03.2018 14:00";"5.0";"728.0";"";"";"35";"Ветер, дующий с севера";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"17.03.2018 11:00";"-1.0";"729.0";"";"";"50";"Ветер, дующий с севера";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"17.03.2018 08:00";"-16.0";"728.0";"";"";"82";"Ветер, дующий с юго-запада";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"17.03.2018 05:00";"-15.0";"727.0";"";"";"85";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"17.03.2018 02:00";"-13.0";"727.0";"";"";"87";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"16.03.2018 23:00";"-9.0";"727.0";"";"";"79";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"16.03.2018 20:00";"-2.0";"726.0";"";"";"55";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"16.03.2018 17:00";"5.0";"726.0";"";"";"30";"Ветер, дующий с востока";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"16.03.2018 14:00";"-1.0";"727.0";"";"";"35";"Ветер, дующий с востока";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"16.03.2018 11:00";"-9.0";"728.0";"";"";"51";"Ветер, дующий с востока";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"16.03.2018 08:00";"-15.0";"728.0";"";"";"69";"Ветер, дующий с востока";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"16.03.2018 05:00";"-15.0";"727.0";"";"";"71";"Ветер, дующий с востока";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"16.03.2018 02:00";"-14.0";"727.0";"";"";"70";"Ветер, дующий с востока";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"15.03.2018 23:00";"-12.0";"727.0";"";"";"63";"Ветер, дующий с востока";"3";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"15.03.2018 20:00";"-7.0";"727.0";"";"";"52";"Ветер, дующий с востока";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"15.03.2018 17:00";"-1.0";"727.0";"";"";"37";"Ветер, дующий с востока";"3";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"15.03.2018 14:00";"-4.0";"728.0";"";"";"41";"Ветер, дующий с северо-востока";"3";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"15.03.2018 11:00";"-10.0";"729.0";"";"";"45";"Ветер, дующий с северо-востока";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"15.03.2018 08:00";"-22.0";"729.0";"";"";"75";"Ветер, дующий с юга";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"15.03.2018 05:00";"-18.0";"729.0";"";"";"68";"Ветер, дующий с юго-востока";"3";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"15.03.2018 02:00";"-18.0";"731.0";"";"";"66";"Ветер, дующий с востока";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"14.03.2018 23:00";"-15.0";"732.0";"";"";"58";"Ветер, дующий с востока";"3";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"14.03.2018 20:00";"-12.0";"733.0";"";"";"49";"Ветер, дующий с востока";"3";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"14.03.2018 17:00";"-7.0";"734.0";"";"";"36";"Ветер, дующий с востока";"3";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"14.03.2018 14:00";"-10.0";"735.0";"";"";"44";"Ветер, дующий с востока";"3";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"14.03.2018 11:00";"-18.0";"737.0";"";"";"60";"Ветер, дующий с востока";"3";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"14.03.2018 08:00";"-28.0";"736.0";"";"";"74";"Ветер, дующий с востока";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"14.03.2018 05:00";"-29.0";"736.0";"";"";"72";"Ветер, дующий с юго-востока";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"14.03.2018 02:00";"-26.0";"736.0";"";"";"75";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"13.03.2018 23:00";"-22.0";"735.0";"";"";"77";"Ветер, дующий с юга";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"13.03.2018 20:00";"-14.0";"734.0";"";"";"54";"Ветер, дующий с севера";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"13.03.2018 17:00";"-9.0";"733.0";"";"";"41";"Ветер, дующий с севера";"4";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"13.03.2018 14:00";"-9.0";"732.0";"";"";"41";"Ветер, дующий с севера";"4";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"13.03.2018 11:00";"-10.0";"731.0";"";"";"45";"Ветер, дующий с северо-запада";"3";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"13.03.2018 08:00";"-11.0";"730.0";"";"";"51";"Ветер, дующий с севера";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"13.03.2018 05:00";"-10.0";"728.0";"";"";"56";"Ветер, дующий с севера";"3";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"13.03.2018 02:00";"-8.0";"726.0";"";"";"71";"Ветер, дующий с северо-запада";"1";"";"";"";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"12.03.2018 23:00";"-7.0";"725.0";"";"";"79";"Ветер, дующий с северо-запада";"2";"";"";"";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"12.03.2018 20:00";"-6.0";"723.0";"";"";"82";"Ветер, дующий с северо-запада";"2";"";"";"";"Ливневый снег слабый в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"12.03.2018 17:00";"-3.0";"720.0";"";"";"72";"Ветер, дующий с севера";"4";"";"";"";"Ливневый снег слабый в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"12.03.2018 14:00";"-2.0";"719.0";"";"";"71";"Ветер, дующий с севера";"3";"";"";"";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"12.03.2018 11:00";"-3.0";"719.0";"";"";"74";"Ветер, дующий с северо-запада";"1";"";"";"";"Ливневый снег слабый в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"12.03.2018 08:00";"-6.0";"718.0";"";"";"91";"Штиль, безветрие";"0";"";"";"";"Ливневый снег или ливневый дождь и снег. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"12.03.2018 05:00";"-5.0";"718.0";"";"";"91";"Ветер, дующий с северо-запада";"1";"";"";"";"Ливневый снег слабый в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"12.03.2018 02:00";"-4.0";"718.0";"";"";"92";"Ветер, дующий с запада";"1";"";"";"";"Ливневый снег слабый в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"11.03.2018 23:00";"-4.0";"717.0";"";"";"91";"Ветер, дующий с северо-запада";"1";"";"";"";"Ливневый снег слабый в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"11.03.2018 20:00";"-3.0";"717.0";"";"";"82";"Ветер, дующий с севера";"1";"";"";"";"Ливневый снег или ливневый дождь и снег. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"11.03.2018 17:00";"-1.0";"716.0";"";"";"62";"Ветер, дующий с северо-запада";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"11.03.2018 14:00";"-2.0";"715.0";"";"";"50";"Ветер, дующий с северо-запада";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"11.03.2018 11:00";"-6.0";"715.0";"";"";"60";"Ветер, дующий с северо-запада";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"11.03.2018 08:00";"-10.0";"713.0";"";"";"75";"Ветер, дующий с севера";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"11.03.2018 05:00";"-10.0";"714.0";"";"";"77";"Ветер, дующий с востока";"4";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"11.03.2018 02:00";"-11.0";"716.0";"";"";"78";"Ветер, дующий с востока";"3";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"10.03.2018 23:00";"-10.0";"717.0";"";"";"73";"Ветер, дующий с юго-востока";"3";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"10.03.2018 20:00";"-6.0";"717.0";"";"";"60";"Ветер, дующий с юго-востока";"4";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"10.03.2018 17:00";"-1.0";"717.0";"";"";"43";"Ветер, дующий с юго-востока";"5";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"10.03.2018 14:00";"-3.0";"719.0";"";"";"53";"Ветер, дующий с юго-востока";"5";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"10.03.2018 11:00";"-10.0";"720.0";"";"";"79";"Ветер, дующий с востока";"4";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"10.03.2018 08:00";"-16.0";"722.0";"";"";"84";"Ветер, дующий с юго-востока";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"10.03.2018 05:00";"-15.0";"724.0";"";"";"84";"Ветер, дующий с востока";"3";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"10.03.2018 02:00";"-18.0";"725.0";"";"";"81";"Ветер, дующий с юго-востока";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"09.03.2018 23:00";"-17.0";"727.0";"";"";"83";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"09.03.2018 20:00";"-11.0";"727.0";"";"";"88";"Штиль, безветрие";"0";"";"";"";"Облака в целом рассеиваются или становятся менее развитыми. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
