Местное время на Большом Ушканьем о.;T;Po;P;Pa;U;DD;Ff;ff10;ff3;N;WW;W1;W2;Tn;Tx;Cl;Nh;H;Cm;Ch;VV;Td;RRR;tR;E;Tg;E';sss
19.09.2019 8:00;13.фев;723.0;;;65;Ветер, дующий с северо-запада;8;;;100%.; ;;;10.мар;;;;;;;50.0;;Осадков нет;12;;;;
19.09.2019 14:00;12.май;725.0;;;72;Ветер, дующий с юго-запада;2;;;90  или более, но не 100%; ;;;;;;;;;;50.0;;;;;;;
19.09.2019 20:00;11.апр;725.0;;;79;Ветер, дующий с юго-запада;3;;;70 – 80%.; ;;;;14.янв;;;;;;50.0;;Осадков нет;12;;;;
20.09.2019 2:00;10.апр;726.0;;;75;Ветер, дующий с севера;1;;;10%  или менее, но не 0; ;;;;;;;;;;;;;;;;;
20.09.2019 8:00;10.сен;727.0;;;79;Ветер, дующий с юга;4;;;90  или более, но не 100%; ;;;09.мар;;;;;;;50.0;;Осадков нет;12;;;;
20.09.2019 14:00;12.янв;727.0;;;87;Ветер, дующий с юга;5;;;70 – 80%.; ;;;;;;;;;;50.0;;;;;;;
20.09.2019 20:00;12.фев;726.0;;;82;Ветер, дующий с юго-востока;2;;;60%.; ;;;;12.сен;;;;;;50.0;;Осадков нет;12;;;;
21.09.2019 2:00;09.апр;725.0;;;89;Ветер, дующий с северо-запада;1;;;Облаков нет.; ;;;;;;;;;;;;;;;;;
21.09.2019 8:00;09.мар;725.0;;;95;Ветер, дующий с севера;2;;;70 – 80%.; ;;;07.сен;;;;;;;50.0;;Следы осадков;12;;;;
21.09.2019 14:00;13.фев;724.0;;;65;Ветер, дующий с запада;1;;;20–30%.; ;;;;;;;;;;50.0;;;;;;;
21.09.2019 20:00;12.апр;723.0;;;73;Ветер, дующий с юго-востока;2;;;Облаков нет.; ;;;;14.апр;;;;;;50.0;;Осадков нет;12;;;;
22.09.2019 2:00;13.май;723.0;;;86;Ветер, дующий с юго-востока;5;;;10%  или менее, но не 0; ;;;;;;;;;;;;;;;;;
22.09.2019 8:00;11.сен;727.0;;;88;Ветер, дующий с севера;1;;;100%.; ;;;11.апр;;;;;;;50.0;;Осадков нет;12;;;;
22.09.2019 14:00;14.май;729.0;;;54;Ветер, дующий с северо-востока;3;;;20–30%.;Состояние неба в общем не изменилось. ;;;;;;;;;;50.0;;;;;;;
22.09.2019 20:00;10.0;729.0;;;79;Ветер, дующий с севера;2;;;20–30%.; ;;;;15.июн;;;;;;50.0;;Следы осадков;12;;;;
23.09.2019 2:00;09.июн;730.0;;;79;Ветер, дующий с юга;1;;;Облаков нет.; ;;;;;;;;;;;;;;;;;
23.09.2019 8:00;09.июн;730.0;;;82;Штиль, безветрие;0;;;40%.; ;;;09.май;;;;;;;50.0;;Осадков нет;12;;;;
23.09.2019 14:00;12.июл;728.0;;;65;Ветер, дующий с севера;4;;;50%.; ;;;;;;;;;;50.0;;;;;;;
23.09.2019 20:00;10.мар;726.0;;;78;Ветер, дующий с севера;4;;;10%  или менее, но не 0; ;;;;12.сен;;;;;;50.0;;Осадков нет;12;;;;
24.09.2019 2:00;10.мар;724.0;;;90;Ветер, дующий с севера;4;;;Облаков нет.; ;;;;;;;;;;;;;;;;;
24.09.2019 8:00;10.мар;723.0;;;89;Ветер, дующий с севера;5;;;Облаков нет.; ;;;10.янв;;;;;;;50.0;;Осадков нет;12;;;;
24.09.2019 14:00;12.май;724.0;;;72;Ветер, дующий с юга;1;;;20–30%.; ;;;;;;;;;;50.0;;;;;;;
24.09.2019 20:00;12.сен;724.0;;;86;Ветер, дующий с юга;4;;;50%.; ;;;;13.июн;;;;;;50.0;;Осадков нет;12;;;;
25.09.2019 8:00;10.мар;723.0;;;97;Ветер, дующий с севера;3;;;Облаков нет.; ;;;09.июл;;;;;;;50.0;;Следы осадков;12;;;;
25.09.2019 20:00;11.янв;721.0;;;84;Ветер, дующий с севера;3;;;50%.; ;;;;12.апр;;;;;;50.0;;Осадков нет;12;;;;
26.09.2019 8:00;12.июл;720.0;;;83;Ветер, дующий с юга;5;;;100%.; ;;;10.сен;;;;;;;50.0;;Осадков нет;12;;;;
26.09.2019 20:00;10.июл;722.0;;;96;Ветер, дующий с севера;2;;;Облаков нет.; ;;;;11.апр;;;;;;50.0;;Следы осадков;12;;;;
27.09.2019 8:00;10.сен;719.0;;;86;Ветер, дующий с севера;3;;;100%.; ;;;;;;;;;;50.0;;Следы осадков;12;;;;
27.09.2019 20:00;9.0;723.0;;;62;Ветер, дующий с северо-запада;13;;;70 – 80%.;Состояние неба в общем не изменилось. ;;;;12.май;;;;;;50.0;;1.0;12;;;;
28.09.2019 8:00;3.0;725.0;;;72;Ветер, дующий с северо-востока;2;;;10%  или менее, но не 0; ;;;3.0;;;;;;;50.0;;Осадков нет;12;;;;
28.09.2019 20:00;06.апр;720.0;;;58;Ветер, дующий с севера;4;;;20–30%.; ;;;;08.апр;;;;;;;;Осадков нет;12;;;;
29.09.2019 8:00;07.авг;716.0;;;76;Ветер, дующий с севера;4;;;20–30%.; ;;;06.мар;;;;;;;50.0;;Осадков нет;12;;;;
29.09.2019 20:00;08.апр;715.0;;;88;Ветер, дующий с юго-востока;1;;;100%.;Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ;;;;08.сен;;;;;;;;6.0;12;;;;
30.09.2019 8:00;06.фев;715.0;;;94;Ветер, дующий с северо-востока;1;;;90  или более, но не 100%; ;;;05.май;;;;;;;50.0;;0.3;12;;;;
30.09.2019 20:00;07.июн;715.0;;;90;Ветер, дующий с севера;2;;;100%.;Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ;;;;09.июл;;;;;;;;3.0;12;;;;
01.10.2019 8:00;06.авг;723.0;;;67;Ветер, дующий с северо-запада;13;;;90  или более, но не 100%; ;;;06.июн;;;;;;;50.0;;Следы осадков;12;;;;
01.10.2019 20:00;6.0;729.0;;;70;Ветер, дующий с северо-запада;9;;;10%  или менее, но не 0; ;;;;06.сен;;;;;;;;Осадков нет;12;;;;
02.10.2019 8:00;04.июл;732.0;;;67;Ветер, дующий с севера;3;;;40%.; ;;;04.июл;;;;;;;50.0;;Осадков нет;12;;;;
02.10.2019 20:00;02.авг;735.0;;;62;Ветер, дующий с северо-востока;2;;;10%  или менее, но не 0; ;;;;06.сен;;;;;;;;Осадков нет;12;;;;
03.10.2019 8:00;4.0;736.0;;;55;Ветер, дующий с севера;1;;;50%.; ;;;02.фев;;;;;;;50.0;;Осадков нет;12;;;;
03.10.2019 20:00;07.апр;733.0;;;49;Ветер, дующий с юго-запада;5;;;100%.; ;;;;07.июн;;;;;;;;Осадков нет;12;;;;
04.10.2019 8:00;06.фев;731.0;;;60;Ветер, дующий с юга;1;;;90  или более, но не 100%; ;;;06.фев;;;;;;;50.0;;Осадков нет;12;;;;
04.10.2019 20:00;09.апр;728.0;;;72;Ветер, дующий с юга;5;;;Облаков нет.; ;;;;09.авг;;;;;;;;Осадков нет;12;;;;
05.10.2019 8:00;09.фев;725.0;;;72;Ветер, дующий с юга;7;;;Облаков нет.; ;;;09.янв;;;;;;;50.0;;Осадков нет;12;;;;
05.10.2019 20:00;10.июл;722.0;;;54;Ветер, дующий с запада;6;;;100%.; ;;;;11.сен;;;;;;;;Осадков нет;12;;;;
06.10.2019 8:00;6.0;722.0;;;67;Ветер, дующий с запада;6;;;90  или более, но не 100%; ;;;05.сен;;;;;;;50.0;;Осадков нет;12;;;;
06.10.2019 20:00;04.июн;723.0;;;71;Ветер, дующий с северо-запада;7;;;50%.; ;;;;07.апр;;;;;;;;Осадков нет;12;;;;
07.10.2019 8:00;03.авг;729.0;;;56;Ветер, дующий с северо-запада;8;;;20–30%.; ;;;03.авг;;;;;;;50.0;;Осадков нет;12;;;;
07.10.2019 20:00;06.апр;726.0;;;60;Ветер, дующий с юга;10;;;100%.; ;;;;06.июл;;;;;;;;Осадков нет;12;;;;
08.10.2019 8:00;10.июл;718.0;;;70;Ветер, дующий с юго-запада;11;;;90  или более, но не 100%;Состояние неба в общем не изменилось. ;;;06.мар;;;;;;;50.0;;Следы осадков;12;;;;
08.10.2019 20:00;08.авг;714.0;;;83;Ветер, дующий с юга;6;;;100%.;Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ;;;;10.июл;;;;;;;;0.6;12;;;;
09.10.2019 8:00;03.апр;719.0;;;60;Ветер, дующий с северо-запада;15;;;40%.; ;;;02.май;;;;;;;50.0;;Следы осадков;12;;;;
09.10.2019 20:00;01.июн;724.0;;;65;Ветер, дующий с северо-запада;13;;;20–30%.; ;;;;03.май;;;;;;;;Осадков нет;12;;;;
10.10.2019 8:00;-1.8;726.0;;;61;Ветер, дующий с северо-запада;10;;;100%.; ;;;-1.8;;;;;;;50.0;;Осадков нет;12;;;;
10.10.2019 20:00;-1.6;730.0;;;45;Ветер, дующий с северо-запада;6;;;40%.; ;;;;;;;;;;;;Следы осадков;12;;;;
11.10.2019 8:00;-2.4;732.0;;;64;Ветер, дующий с северо-запада;6;;;40%.; ;;;-3.0;;;;;;;50.0;;Осадков нет;12;;;;
11.10.2019 20:00;-0.8;733.0;;;55;Ветер, дующий с северо-запада;10;;;100%.; ;;;;-0.5;;;;;;;;Следы осадков;12;;;;
12.10.2019 8:00;-1.0;734.0;;;59;Ветер, дующий с севера;3;;;100%.; ;;;;;;;;;;50.0;;Осадков нет;12;;;;
12.10.2019 20:00;-0.4;736.0;;;61;Ветер, дующий с северо-запада;6;;;40%.; ;;;;0.5;;;;;;;;Следы осадков;12;;;;
13.10.2019 8:00;0.4;737.0;;;63;Ветер, дующий с северо-запада;1;;;90  или более, но не 100%; ;;;-2.0;;;;;;;50.0;;Осадков нет;12;;;;
13.10.2019 20:00;-0.8;736.0;;;65;Ветер, дующий с востока;1;;;Облаков нет.; ;;;;3.0;;;;;;;;Осадков нет;12;;;;
14.10.2019 8:00;;734.0;;;;Ветер, дующий с севера;20;;;10%  или менее, но не 0; ;;;-2.0;;;;;;;50.0;;Осадков нет;12;;;;
14.10.2019 20:00;06.апр;729.7;771.5;;76;Ветер, дующий с юго-юго-востока;6;;;100%.; ;;;;06.апр;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;100%.;600-1000;;;;02.май;Осадков нет;12;;;;
15.10.2019 8:00;07.апр;728.0;;;69;Ветер, дующий с юга;7;;;70 – 80%.; ;;;06.мар;;;;;;;50.0;;Осадков нет;12;;;;
15.10.2019 20:00;1.0;728.5;769.7;;;Ветер, дующий с севера;2;;;20–30%.; ;;;;07.апр;Слоисто-кучевые, образовавшиеся не из кучевых.;10%  или менее, но не 0;1000-1500;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;;;Осадков нет;12;;;;
16.10.2019 8:00;05.авг;725.0;;;91;Ветер, дующий с севера;4;;;60%.; ;;;03.авг;;;;;;;50.0;;Осадков нет;12;;;;
16.10.2019 20:00;05.фев;723.0;;;95;Ветер, дующий с севера;3;;;20–30%.; ;;;;;;;;;;;;Осадков нет;12;;;;
17.10.2019 8:00;04.июн;721.0;;;100;Ветер, дующий с северо-востока;2;;;50%.;Туман или обрывки ледяного тумана. ;;;;;;;;;;50.0;;0.4;12;;;;
17.10.2019 20:00;05.фев;719.0;;;97;Ветер, дующий с севера;3;;;60%.; ;;;;;;;;;;;;Осадков нет;12;;;;
18.10.2019 8:00;05.июн;717.0;;;91;Ветер, дующий с севера;5;;;70 – 80%.; ;;;;;;;;;;50.0;;Осадков нет;12;;;;
18.10.2019 20:00;6.0;719.0;;;88;Ветер, дующий с юга;1;;;100%.; ;;;;06.янв;;;;;;;;Осадков нет;12;;;;
19.10.2019 8:00;06.фев;720.0;;;73;Ветер, дующий с северо-востока;3;;;100%.; ;;;;;;;;;;50.0;;Осадков нет;12;;;;
19.10.2019 20:00;01.июн;719.0;;;98;Ветер, дующий с северо-востока;1;;;100%.;Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ;;;;06.апр;;;;;;;;5.0;12;;;;
20.10.2019 8:00;03.май;719.0;;;57;Ветер, дующий с северо-запада;12;;;70 – 80%.; ;;;01.июн;;;;;;;50.0;;Следы осадков;12;;;;
20.10.2019 20:00;02.авг;722.0;;;54;Ветер, дующий с северо-запада;11;;;10%  или менее, но не 0; ;;;;03.май;;;;;;;;Осадков нет;12;;;;
21.10.2019 8:00;01.июн;723.0;;;51;Ветер, дующий с севера;3;;;70 – 80%.; ;;;01.июн;;;;;;;50.0;;Осадков нет;12;;;;
21.10.2019 20:00;01.июл;726.0;;;53;Ветер, дующий с северо-запада;9;;;20–30%.; ;;;;;;;;;;;;Осадков нет;12;;;;
22.10.2019 8:00;0.6;728.0;;;56;Ветер, дующий с северо-запада;12;;;40%.; ;;;0.3;;;;;;;50.0;;Осадков нет;12;;;;
22.10.2019 20:00;0.8;730.0;;;59;Ветер, дующий с северо-запада;6;;;60%.;Состояние неба в общем не изменилось. ;;;;;;;;;;;;0.5;12;;;;
23.10.2019 8:00;-2.2;730.0;;;84;Ветер, дующий с юга;4;;;100%.; ;;;-2.3;;;;;;;50.0;;1.0;12;;;;
23.10.2019 20:00;0.4;730.0;;;65;Ветер, дующий с юга;6;;;40%.; ;;;;1.0;;;;;;;;Осадков нет;12;;;;
24.10.2019 8:00;01.июн;728.0;;;60;Ветер, дующий с юга;3;;;70 – 80%.; ;;;0.4;;;;;;;50.0;;Осадков нет;12;;;;
24.10.2019 20:00;02.сен;727.0;;;72;Ветер, дующий с юга;7;;;100%.; ;;;;02.сен;;;;;;;;Осадков нет;12;;;;
25.10.2019 8:00;02.авг;723.0;;;69;Ветер, дующий с юга;7;;;70 – 80%.; ;;;02.авг;;;;;;;50.0;;Осадков нет;12;;;;
25.10.2019 20:00;04.апр;719.0;;;63;Ветер, дующий с юга;7;;;50%.; ;;;;04.май;;;;;;;;Осадков нет;12;;;;
26.10.2019 8:00;02.авг;714.0;;;75;Ветер, дующий с юго-запада;6;;;100%.; ;;;02.авг;;;;;;;20.0;;Осадков нет;12;;;;
26.10.2019 20:00;02.апр;716.0;;;44;Ветер, дующий с северо-запада;8;;;50%.; ;;;;;;;;;;;;1.0;12;;;;
27.10.2019 8:00;0.6;714.0;;;64;Ветер, дующий с севера;4;;;100%.; ;;;0.6;;;;;;;50.0;;Осадков нет;12;;;;
27.10.2019 20:00;-0.8;720.0;;;57;Ветер, дующий с северо-запада;10;;;20–30%.; ;;;;0.7;;;;;;;;Осадков нет;12;;;;
28.10.2019 8:00;-0.6;716.0;;;63;Ветер, дующий с юга;7;;;60%.; ;;;;;;;;;;50.0;;Осадков нет;12;;;;
28.10.2019 20:00;03.фев;713.0;;;83;Ветер, дующий с юга;10;;;50%.;Состояние неба в общем не изменилось. ;;;;03.май;;;;;;;;Следы осадков;12;;;;
29.10.2019 8:00;;710.0;;;;;;;;10%  или менее, но не 0; ;;;03.фев;;;;;;;50.0;;Осадков нет;12;;;;
29.10.2019 20:00;06.июн;711.0;;;78;Ветер, дующий с юга;6;;;100%.; ;;;;08.апр;;;;;;;;Следы осадков;12;;;;
30.10.2019 8:00;07.фев;710.0;;;50;Ветер, дующий с запада;13;;;50%.; ;;;06.май;;;;;;;50.0;;Осадков нет;12;;;;
30.10.2019 20:00;03.янв;722.0;;;43;Ветер, дующий с северо-запада;10;;;10%  или менее, но не 0; ;;;;07.фев;;;;;;;;Осадков нет;12;;;;
31.10.2019 8:00;-1.1;727.0;;;46;Ветер, дующий с севера;2;;;10%  или менее, но не 0; ;;;-1.1;;;;;;;50.0;;Осадков нет;12;;;;
31.10.2019 20:00;0.6;725.0;;;45;Ветер, дующий с юго-востока;2;;;50%.; ;;;;01.июн;;;;;;;;Осадков нет;12;;;;
01.11.2019 8:00;07.янв;725.0;;;60;Ветер, дующий с севера;5;;;100%.; ;;;0.6;;;;;;;50.0;;Осадков нет;12;;;;
01.11.2019 20:00;02.авг;728.0;;;62;Ветер, дующий с севера;3;;;20–30%.; ;;;;07.янв;;;;;;;;Осадков нет;12;;;;
02.11.2019 8:00;;727.0;;;;Ветер, дующий с севера;10;;;10%  или менее, но не 0; ;;;1.0;;;;;;;0.6;;Осадков нет;24;;;;
02.11.2019 20:00;0.6;728.0;;;81;Ветер, дующий с севера;2;;;Облаков нет.; ;;;;2.0;;;;;;;;Осадков нет;12;;;;
03.11.2019 8:00;1.0;726.0;;;92;Ветер, дующий с севера;2;;;20–30%.; ;;;0.6;;;;;;;50.0;;Осадков нет;12;;;;
03.11.2019 20:00;0.6;726.0;;;100;Ветер, дующий с северо-востока;3;;;100%.;Снег с перерывами слабый в срок наблюдения. ;;;;;;;;;;;;Следы осадков;12;;;;
04.11.2019 8:00;-2.0;734.0;;;61;Ветер, дующий с северо-запада;14;;;20–30%.; ;;;-2.0;;;;;;;50.0;;1.0;12;;;;
04.11.2019 20:00;-4.2;733.0;;;53;Ветер, дующий с северо-востока;1;;;90  или более, но не 100%; ;;;;-2.0;;;;;;;;Осадков нет;12;;;;
05.11.2019 8:00;-1.9;726.0;;;59;Ветер, дующий с севера;4;;;100%.; ;;;-2.3;;;;;;;50.0;;Осадков нет;12;;;;
05.11.2019 20:00;-2.4;727.0;;;66;Ветер, дующий с востока;1;;;90  или более, но не 100%; ;;;;;;;;;;;;Осадков нет;12;;;;
06.11.2019 8:00;-3.0;731.0;;;61;Ветер, дующий с северо-востока;2;;;70 – 80%.; ;;;-3.0;;;;;;;50.0;;Осадков нет;12;;;;
06.11.2019 20:00;0.2;727.0;;;61;Ветер, дующий с юга;5;;;100%.; ;;;;0.5;;;;;;;;Осадков нет;12;;;;
07.11.2019 8:00;04.фев;722.0;;;66;Ветер, дующий с юго-запада;7;;;100%.; ;;;0.2;;;;;;;50.0;;Осадков нет;12;;;;
07.11.2019 20:00;02.июн;725.0;;;60;Ветер, дующий с запада;4;;;100%.; ;;;;04.фев;;;;;;;;Осадков нет;12;;;;
08.11.2019 8:00;03.фев;724.0;;;69;Ветер, дующий с юга;6;;;Облаков нет.; ;;;02.июн;;;;;;;50.0;;Осадков нет;12;;;;
08.11.2019 20:00;04.авг;721.0;;;81;Ветер, дующий с юга;5;;;20–30%.; ;;;;5.0;;;;;;;;Осадков нет;12;;;;
09.11.2019 8:00;4.0;716.0;;;90;Ветер, дующий с юго-запада;3;;;Облаков нет.; ;;;03.июн;;;;;;;50.0;;Осадков нет;12;;;;
09.11.2019 20:00;04.мар;715.0;;;90;Ветер, дующий с юга;2;;;100%.;Состояние неба в общем не изменилось. ;;;;04.июн;;;;;;;;Следы осадков;12;;;;
10.11.2019 8:00;01.июн;717.0;;;82;Ветер, дующий с северо-запада;14;;;100%.;Состояние неба в общем не изменилось. ;;;01.июн;;;;;;;50.0;;Следы осадков;12;;;;
10.11.2019 20:00;-4.6;722.0;;;62;Ветер, дующий с северо-запада;14;;;20–30%.; ;;;;01.июн;;;;;;;;Осадков нет;12;;;;
11.11.2019 8:00;-7.7;723.0;;;58;Ветер, дующий с северо-запада;9;;;70 – 80%.; ;;;-8.0;;;;;;;50.0;;Осадков нет;12;;;;
11.11.2019 14:00;-7.0;724.0;;;56;Ветер, дующий с севера;5;;;90  или более, но не 100%; ;;;;;;;;;;50.0;;;;;;;
11.11.2019 20:00;-7.0;725.0;;;50;Ветер, дующий с северо-запада;10;;;100%.; ;;;;-6.5;;;;;;;;Осадков нет;12;;;;
12.11.2019 2:00;-8.9;727.0;;;76;Ветер, дующий с северо-запада;14;;;100%.; ;;;;;;;;;;;;;;;;;
12.11.2019 8:00;-10.1;728.0;;;68;Ветер, дующий с северо-запада;15;;;90  или более, но не 100%; ;;;-10.5;;;;;;;50.0;;Осадков нет;12;;;;
12.11.2019 14:00;-10.2;729.0;;;74;Ветер, дующий с северо-запада;14;;;100%.; ;;;;;;;;;;10.0;;;;;;;
12.11.2019 20:00;-11.9;730.0;;;67;Ветер, дующий с северо-запада;12;;;100%.; ;;;;-9.6;;;;;;;;Следы осадков;12;;;;
13.11.2019 2:00;-12.2;729.0;;;66;Ветер, дующий с северо-запада;8;;;50%.; ;;;;;;;;;;;;;;;;;
13.11.2019 8:00;-12.5;726.0;;;70;Ветер, дующий с юго-запада;4;;;100%.;Ливневый(ые) дождь(и). ;;;-12.6;;;;;;;20.0;;Следы осадков;12;;;;
13.11.2019 14:00;-9.0;722.0;;;64;Ветер, дующий с юга;6;;;90  или более, но не 100%;Осадки в поле зрения, достигающие поверхности земли или моря на расстоянии более 5 км от станции. ;;;;;;;;;;10.0;;;;;;;
13.11.2019 20:00;-8.4;719.0;;;86;Ветер, дующий с юго-запада;4;;;100%.;Ливневый снег умеренный или сильный в срок наблюдения или за последний час. ;;;;-7.4;;;;;;;;0.3;12;;;;
14.11.2019 2:00;-7.3;716.0;;;93;Ветер, дующий с юго-запада;6;;;100%.;Ливневый снег слабый в срок наблюдения или за последний час. ;;;;;;;;;;;;;;;;;
14.11.2019 8:00;-8.0;717.0;;;69;Ветер, дующий с северо-востока;2;;;100%.;Осадки в поле зрения, достигающие поверхности земли или моря на расстоянии более 5 км от станции. ;;;-8.7;;;;;;;10.0;;5.0;12;;;;
14.11.2019 14:00;-7.2;719.0;;;60;Ветер, дующий с северо-запада;9;;;70 – 80%.;Осадки в поле зрения, достигающие поверхности земли или моря на расстоянии более 5 км от станции. ;;;;;;;;;;10.0;;;;;;;
14.11.2019 20:00;-7.6;720.0;;;65;Ветер, дующий с северо-запада;6;;;100%.; ;;;;-6.4;;;;;;;;5.0;12;;;;
15.11.2019 2:00;-9.6;720.0;;;91;Ветер, дующий с востока;1;;;100%.;Ливневый снег слабый в срок наблюдения или за последний час. ;;;;;;;;;;;;;;;;;
15.11.2019 8:00;-8.7;720.0;;;92;Ветер, дующий с северо-запада;6;;;90  или более, но не 100%;Осадки в поле зрения, достигающие поверхности земли или моря на расстоянии более 5 км от станции. ;;;-9.7;;;;;;;10.0;;5.0;12;;;;
15.11.2019 14:00;-8.6;722.0;;;62;Ветер, дующий с северо-востока;1;;;90  или более, но не 100%;Ливневый снег или ливневый дождь и снег. ;;;;;;;;;;20.0;;;;;;;
15.11.2019 20:00;-8.4;723.0;;;80;Ветер, дующий с севера;4;;;90  или более, но не 100%; ;;;;;;;;;;;;0.5;12;;;;
16.11.2019 2:00;-9.1;725.0;;;76;Ветер, дующий с севера;5;;;70 – 80%.;Состояние неба в общем не изменилось. ;;;;;;;;;;;;;;;;;
16.11.2019 8:00;-9.1;727.0;;;70;Ветер, дующий с севера;5;;;90  или более, но не 100%; ;;;-9.3;;;;;;;10.0;;0.3;12;;;;
16.11.2019 14:00;-9.1;730.0;;;70;Ветер, дующий с севера;8;;;90  или более, но не 100%;Осадки в поле зрения, достигающие поверхности земли или моря на расстоянии более 5 км от станции. ;;;;;;;;;;2.0;;;;;;;
16.11.2019 20:00;-9.5;733.0;;;72;Ветер, дующий с севера;10;;;100%.; ;;;;;;;;;;;;0.3;12;;;;
17.11.2019 2:00;-9.5;734.0;;;81;Ветер, дующий с северо-запада;11;;;100%.;Снег с перерывами слабый в срок наблюдения. ;;;;;;;;;;;;;;;;;
17.11.2019 8:00;-10.1;734.0;;;80;Ветер, дующий с севера;7;;;100%.;Осадки в поле зрения, достигающие поверхности земли или моря на расстоянии более 5 км от станции. ;;;-10.4;;;;;;;10.0;;Следы осадков;12;;;;
17.11.2019 14:00;-9.7;734.0;;;66;Ветер, дующий с севера;4;;;70 – 80%.;Ливневый снег или ливневый дождь и снег. ;;;;;;;;;;10.0;;;;;;;
17.11.2019 20:00;-10.0;733.0;;;75;Ветер, дующий с северо-востока;4;;;100%.;Ливневый снег слабый в срок наблюдения или за последний час. ;;;;;;;;;;;;Следы осадков;12;;;;
18.11.2019 2:00;-10.3;730.0;;;90;Ветер, дующий с востока;3;;;100%.;Ливневый снег умеренный или сильный в срок наблюдения или за последний час. ;;;;;;;;;;;;;;;;;
18.11.2019 8:00;;729.0;;;;Ветер, дующий с востока;3;;;10%  или менее, но не 0;Ливневый снег слабый в срок наблюдения или за последний час. ;;;-10.5;;;;;;;10.0;;3.0;12;;;;
18.11.2019 14:00;-9.0;728.0;;;61;Ветер, дующий с северо-востока;3;;;90  или более, но не 100%;Осадки в поле зрения, достигающие поверхности земли или моря на расстоянии более 5 км от станции. ;;;;;;;;;;10.0;;;;;;;
18.11.2019 20:00;-9.1;727.0;;;70;Ветер, дующий с востока;2;;;100%.;Ливневый снег слабый в срок наблюдения или за последний час. ;;;;;;;;;;;;0.5;12;;;;
19.11.2019 2:00;-8.9;726.0;;;70;Ветер, дующий с северо-востока;2;;;100%.; ;;;;;;;;;;;;;;;;;
19.11.2019 8:00;-8.9;724.0;;;64;Ветер, дующий с северо-востока;3;;;90  или более, но не 100%;Осадки в поле зрения, достигающие поверхности земли или моря на расстоянии более 5 км от станции. ;;;-9.4;;;;;;;10.0;;0.5;12;;;;
19.11.2019 14:00;-8.0;724.0;;;78;Ветер, дующий с севера;3;;;90  или более, но не 100%;Ливневый снег слабый в срок наблюдения или за последний час. ;;;;;;;;;;10.0;;;;;;;
19.11.2019 20:00;-7.7;725.0;;;65;Ветер, дующий с северо-востока;1;;;100%.;Состояние неба в общем не изменилось. ;;;;-7.0;;;;;;;;0.7;12;;;;
20.11.2019 2:00;-7.0;724.0;;;74;Ветер, дующий с востока;1;;;100%.;Снег непрерывный слабый в срок наблюдения. ;;;;;;;;;;;;;;;;;
20.11.2019 8:00;-7.6;723.0;;;93;Ветер, дующий с северо-востока;1;;;100%.; ;;;-7.7;;;;;;;10.0;;2.0;12;;;;
20.11.2019 14:00;-4.7;721.0;;;67;Ветер, дующий с севера;2;;;100%.;Осадки в поле зрения, достигающие поверхности земли или моря на расстоянии более 5 км от станции. ;;;;;;;;;;50.0;;;;;;;
20.11.2019 20:00;-4.1;719.0;;;68;Ветер, дующий с севера;3;;;100%.; ;;;;-3.6;;;;;;;;0.6;12;;;;
21.11.2019 2:00;-4.7;718.0;;;76;Ветер, дующий с востока;2;;;90  или более, но не 100%; ;;;;;;;;;;;;;;;;;
21.11.2019 8:00;-4.6;716.0;;;83;Ветер, дующий с северо-востока;2;;;100%.; ;;;-5.0;;;;;;;50.0;;Осадков нет;12;;;;
21.11.2019 14:00;-3.9;715.0;;;91;Ветер, дующий с северо-востока;1;;;100%.;Снег непрерывный умеренный в срок наблюдения. ;;;;;;;;;;0.5;;;;;;;
21.11.2019 20:00;-4.7;716.0;;;76;Ветер, дующий с северо-запада;9;;;100%.;Ливневый снег слабый в срок наблюдения или за последний час. ;;;;-3.0;;;;;;;;3.0;12;;;;
22.11.2019 2:00;-7.5;718.0;;;74;Ветер, дующий с северо-запада;15;;;60%.;Состояние неба в общем не изменилось. ;;;;;;;;;;;;;;;;;
22.11.2019 8:00;-10.0;720.0;;;74;Ветер, дующий с северо-запада;13;;;90  или более, но не 100%;Осадки в поле зрения, достигающие поверхности земли или моря на расстоянии более 5 км от станции. ;;;-10.3;;;;;;;10.0;;Следы осадков;12;;;;
22.11.2019 14:00;-10.8;722.0;;;69;Ветер, дующий с северо-запада;10;;;90  или более, но не 100%;Осадки в поле зрения, достигающие поверхности земли или моря на расстоянии более 5 км от станции. ;;;;;;;;;;10.0;;;;;;;
22.11.2019 20:00;-12.7;725.0;;;81;Ветер, дующий с северо-запада;12;;;70 – 80%.; ;;;;-9.9;;;;;;;;Осадков нет;12;;;;
23.11.2019 2:00;-11.7;726.0;;;78;Ветер, дующий с северо-запада;7;;;20–30%.; ;;;;;;;;;;;;;;;;;
